basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4778458,ca.proc.d.2019-05-08.10613001,2019-05-08,55c46957-54e9-422a-8afd-7c709bcf16a0,217695,"Mr. John Barlow (Foothills, CPC)",,Statements By Members,Government Priorities,,"Mr. Speaker, the big promises and sunny ways promised to Canadians in 2015 have led to four years of cloudy skies and broken promises by the Liberal government.
The Prime Minister claimed that he would strengthen the middle class, improve Canada's presence on the world stage and run an open, transparent and ethical government. He has failed on each and every count. He has failed on pipelines, on taxes, on immigration, certainly on ethics and transparency and also on trade.
Canadians are not buying what the Prime Minister is selling, and neither are our trusted trading partners around the world. Unfortunately, they are also not buying our peas, lentils, wheat, pork or canola.
The Prime Minister promised that he would have the backs of our farmers, and he has not. Our farmers have asked for a WTO challenge of China. He will not do this. The Prime Minister promised he would fight for jobs in our energy sector. He has not. Clearly, the Prime Minister is not as advertised.
Canadians have had enough, and in October, they will change the channel.",Conservative,Foothills,John Barlow,http://www.parl.gc.ca/Parliamentarians/en/members/john-barlow(217695)
4778459,ca.proc.d.2019-05-08.10613004,2019-05-08,2e1280c7-9cb0-4dee-9db6-0a6b0d244592,215929,"Mr. Raj Saini (Kitchener Centre, Lib.)",,Statements By Members,Astrophysics,,"Mr. Speaker, space: the final frontier. Thanks in part to Canada's own Captain Kirk, Professor Avery Broderick, a theoretical astrophysicist from the University of Waterloo, we are one step closer to where no one has gone before.
 Using the event horizon telescope, a team of over 200 scientists were finally able to photograph a black hole. Black holes are so dense and have such strong gravity that anything that crosses their threshold is sucked in, never to return. The discovery allows us to test long-held theories about black holes and their effects on surrounding space.
 Professor Broderick declares that we truly are standing at the threshold of a new era of astrophysics.
May the team behind this discovery live long and prosper.",Liberal,Kitchener Centre,Raj Saini,http://www.parl.gc.ca/Parliamentarians/en/members/raj-saini(215929)
4778460,ca.proc.d.2019-05-08.10613011,2019-05-08,ffeab63b-041e-4d87-bdad-1b79ff9a98c5,242307,"Mr. Dan Vandal (Saint Boniface—Saint Vital, Lib.)",,Statements By Members,Indigenous Nurses Day,,"Mr. Speaker, on this National Nursing Week, I rise today to pay special tribute to the exceptional work of the indigenous nurses who provide care to all Canadians from coast to coast to coast and to celebrate Indigenous Nurses Day.
 The over 9,700 strong and skilled indigenous nurses are invaluable in the promotion, development and practice of indigenous health and nursing. Due to their unique perspective and understanding of the specific needs of indigenous communities, they are able to combine traditional indigenous practices with western medical practices. These nurses know all too well the barriers that indigenous people face when accessing health care and are perfectly placed to help tear these barriers down.
Please help me in welcoming the Canadian Indigenous Nursing Association to Parliament Hill and in congratulating it on the celebration of its 45th year.
Bravo.",Liberal,Saint Boniface—Saint Vital,Dan Vandal,http://www.parl.gc.ca/Parliamentarians/en/members/dan-vandal(242307)
4778461,ca.proc.d.2019-05-08.10613015,2019-05-08,e179296b-086b-4072-9082-6795b9b0da4c,214474,"Mr. Bernard Généreux (Montmagny—L'Islet—Kamouraska—Rivière-du-Loup, CPC)",,Statements By Members,Liberal Party of Canada,,"Mr. Speaker, after four deficit budgets and no plan to put an end to this reckless debt load, the Liberals continue to demonstrate that they are incapable of governing.
Yesterday the Auditor General called out the government for its inability to manage the migrant crisis at our borders. He also noted that the RCMP is lacking the resources it needs to keep us safe.
Call centres are swamped, and the government is incapable of responding adequately to the millions of Canadians who just want information on how to pay their taxes or get the old age benefits to which they are entitled.
Quebeckers asked for a single tax return to make life easier for them, but the Liberals said no. 
Trade disputes have been blocking trade with the U.S. and China for months now, and the government keeps sending letters instead of taking action.
However, when it comes to political interference, in not just one but two legal matters involving their buddies, they are quick to do whatever it takes to find a solution.
Quebeckers deserve a lot better—",Conservative,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Bernard Généreux,http://www.parl.gc.ca/Parliamentarians/en/members/bernard-genereux(214474)
4778462,ca.proc.d.2019-05-08.10613016,2019-05-08,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Statements By Members,Liberal Party of Canada,,The hon. member for Vimy.,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4778463,ca.proc.d.2019-05-08.10613018,2019-05-08,04c68597-7211-414e-b0f0-da12d212bd3f,234530,"Mrs. Eva Nassif (Vimy, Lib.)",,Statements By Members,World Ovarian Cancer Day,,"Mr. Speaker, today is World Ovarian Cancer Day, a sad day for anyone who has lost a mother, daughter or loved one to this silent, little-known disease that is often only discovered in its advanced stages.
Research on ovarian cancer is essential and has been overlooked, but our government is taking action. Budget 2019 allocates $10 million for ovarian cancer research.
Last Sunday, I participated in the shaved head challenge organized by Leucan in my riding. I would like to thank the participants and donors for their remarkable work. I would also like to thank all those who support cancer research in some way. Thank you for being such a bright light.",Liberal,Vimy,Eva Nassif,http://www.parl.gc.ca/Parliamentarians/en/members/eva-nassif(234530)
4778464,ca.proc.d.2019-05-08.10613021,2019-05-08,2b91ab47-7930-4848-ad6e-fde1a50a9569,246443,"Ms. Rachel Blaney (North Island—Powell River, NDP)",,Statements By Members,Waving Granny,,"Mr. Speaker, a woman from my riding has made the national news for her dedication to the young people in the community. They call her the “Waving Granny”.
 Tinney Davidson has been spreading joy in the town of Comox. Every morning, Tinney is at the window, waving to all Highland Secondary School students who walk by. She became such a part of the students' lives that they would worry when they did not see her when she was away on vacation.
After 11 years of sharing smiles and making people happy, she sadly will be moving away.
 Her impact was so positive that to honour her, 400 students from the school showed up on her lawn recently to give her handmade hearts, blow her a kiss and wave a final goodbye.
Tinney is a female leader in the community who followed her calling to spread joy and happiness among students in the Comox Valley. Women like Tinney deserve to be recognized for their loving hearts and ability to share the most important commodity we have, kindness.
My riding is a better place because of Tinney and I want to thank her and honour her here today.",New Democratic Party,North Island—Powell River,Rachel Blaney,http://www.parl.gc.ca/Parliamentarians/en/members/rachel-blaney(246443)
4778465,ca.proc.d.2019-05-08.10613091,2019-05-08,6322565a-d236-4124-81f3-d869f865f7ef,242573,"Ms. Leona Alleslev (Aurora—Oak Ridges—Richmond Hill, CPC)",,Statements By Members,National Security,,"Mr. Speaker, this week the Macdonald-Laurier Institute issued a scathing assessment of the Liberal government's record, stating that the prime minister “holds the security of Canadian citizens and the country’s sovereignty in near total disregard.” This is the most severe of criticisms, for there is no greater responsibility of a prime minister than to protect its citizens and uphold the sovereignty of the nation.
 The Liberals tell us that Canada is back, but a disastrous trip to India, an escalating diplomatic and trade crisis with China, a worse deal on NAFTA, compounded by punishing national security tariffs show that the Prime Minister has devastated our reputation on the world stage. 
Canada has never been more alone, and the Prime Minister is not as advertised.
Canada needs a strong prime minister who understands the complexity of these turbulent times, is honest about the threats we face and will vigorously defend the sovereignty of our nation, and that would be the current leader of the opposition, a Conservative prime minister in 2019.",Conservative,Aurora—Oak Ridges—Richmond Hill,Leona Alleslev,http://www.parl.gc.ca/Parliamentarians/en/members/leona-alleslev(242573)
4778466,ca.proc.d.2019-05-08.10613029,2019-05-08,e38f0ee9-418f-4b86-a6fd-2c859c05d475,229509,"Ms. Kamal Khera (Brampton West, Lib.)",,Statements By Members,National Nursing Week,,"Mr. Speaker, as a registered nurse, it is an honour to recognize the leadership role nurses play in our society during National Nursing Week. 
The theme for this year is, “Nurses: A Voice to Lead – Health for All.” According to the International Council of Nurses, this theme reflects that every nurse has a story and every story has the potential to improve the lives of individuals and communities. I could not agree more. I have seen this first-hand during my experiences as a nurse and during visits to Brampton Civic Hospital in our community. 
 At a time when our health care is under attack through the cuts imposed by Doug Ford and the Conservatives, our government will continue to stand together with nurses and health care providers to ensure healthy communities for all Canadians.
 I encourage everyone to join me in thanking the nurses in our communities for their tireless service, advocacy and leadership.",Liberal,Brampton West,Kamal Khera,http://www.parl.gc.ca/Parliamentarians/en/members/kamal-khera(229509)
4778467,ca.proc.d.2019-05-08.10613035,2019-05-08,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Justice,,"Mr. Speaker, the Prime Minister tried to interfere in a shipbuilding contract and when he was caught, he tried to destroy the reputation and career of the person who stood up to him. We have seen this before and it is a dangerous pattern with the government.
Why is it that anyone who says “no” to the Prime Minister ends up with a target on his or her back? ",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4778468,ca.proc.d.2019-05-08.10613038,2019-05-08,18e36567-4082-4ce3-a35b-d4aba65560ca,245291,"Hon. David Lametti (Minister of Justice and Attorney General of Canada, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, the prosecution in question was handled by the Public Prosecution Service of Canada, which operates independently from the Department of Justice and independently from my office. My office had no role whatsoever in the decision to seek a stay of proceedings. The decision belongs to the director of public prosecutions alone.
 The director of public prosecutions stated in February and repeated today that there was no contact or influence from outside the PPSC on either the initial decision to prosecute or the decision to stay the charge. ",Liberal,LaSalle—Émard—Verdun,David Lametti,http://www.parl.gc.ca/Parliamentarians/en/members/david-lametti(245291)
4778469,ca.proc.d.2019-05-08.10613040,2019-05-08,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Justice,,"Mr. Speaker, however, the lawyer for Mark Norman was quite clear that the government did impede this investigation by withholding important documents and facts.
 When it looked like the truth was going to try to come out in the SNC-Lavalin corruption scandal, the Prime Minister shut down the investigations. When it looked like the truth in this scandal was going to come out, the Prime Minister tried to prevent a fair trial by withholding evidence and using delay tactics.
What is in those documents that the Prime Minister is so afraid of?",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4778470,ca.proc.d.2019-05-08.10613151,2019-05-08,18e36567-4082-4ce3-a35b-d4aba65560ca,245291,"Hon. David Lametti (Minister of Justice and Attorney General of Canada, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, as I have stated a number of times in the House, the government has met all of its obligations with respect to third party records applications during the course of the trial. All documents and priority individuals identified by the defence in February had already been provided to the court.
As I have said, it is the Public Prosecution Service of Canada that has undertaken the evaluation of the evidence of this case and the prosecution of this trial. It is its decision and its decision alone to stay the proceedings.",Liberal,LaSalle—Émard—Verdun,David Lametti,http://www.parl.gc.ca/Parliamentarians/en/members/david-lametti(245291)
4778471,ca.proc.d.2019-05-08.10613045,2019-05-08,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Justice,,"Mr. Speaker, the Privy Council Office's investigation into the matter led nowhere, but the Prime Minister needed a scapegoat so he set his sights on a respected vice-admiral from the Canadian Armed Forces.
Why did the Prime Minister say that this matter would end up in court even before the RCMP laid any charges?",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4778472,ca.proc.d.2019-05-08.10613047,2019-05-08,18e36567-4082-4ce3-a35b-d4aba65560ca,245291,"Hon. David Lametti (Minister of Justice and Attorney General of Canada, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, as I already told the House, the government followed all the rules in this case. The prosecution was handled by the Public Prosecution Service of Canada. The PPSC is the one that decided to launch this investigation and to prosecute, and it was the PPSC's decision to stay the proceedings.",Liberal,LaSalle—Émard—Verdun,David Lametti,http://www.parl.gc.ca/Parliamentarians/en/members/david-lametti(245291)
4778473,ca.proc.d.2019-05-08.10613049,2019-05-08,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Justice,,"Mr. Speaker, it is shameful that the Prime Minister does not have the fortitude to answer these questions himself. Long before any charges were laid against Vice-Admiral Norman, the Prime Minister told the media that it would inevitably wind up before the courts. Today, Vice-Admiral Norman's lawyer described those comments as “an extraordinary event”.
 How did the Prime Minister know that this would end up in court before any charges were made, and why will he not stand and answer these questions for himself?",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4778474,ca.proc.d.2019-05-08.10613052,2019-05-08,18e36567-4082-4ce3-a35b-d4aba65560ca,245291,"Hon. David Lametti (Minister of Justice and Attorney General of Canada, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, in February the Public Prosecution Service of Canada said that there was no influence in this case and it reiterated that today. By claiming the opposite, the opposition is raising doubts about our justice system and our legal institutions.
We are very proud that the system worked as it should.",Liberal,LaSalle—Émard—Verdun,David Lametti,http://www.parl.gc.ca/Parliamentarians/en/members/david-lametti(245291)
4778475,ca.proc.d.2019-05-08.10613054,2019-05-08,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Justice,,"Mr. Speaker, Vice-Admiral Mark Norman had the honour and integrity to face allegations against him, himself. The Prime Minister does not have the same fortitude or backbone.
 Let us look at what Mark Norman's lawyer did say. She said, “There are times when you agree with what happens in a court” and at “times you don't and that's fine, but what you don't do is you don't put your finger and try to weigh in on the scales of justice. That is not what should be happening.” 
That is exactly what the government did in trying to block and obstruct evidence coming before that court. What is in those documents that the Prime Minister is so afraid of?",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4778476,ca.proc.d.2019-05-08.10613056,2019-05-08,18e36567-4082-4ce3-a35b-d4aba65560ca,245291,"Hon. David Lametti (Minister of Justice and Attorney General of Canada, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, as I have said many times, my office had no say in the decision to stay the charges. This decision was made by the Public Prosecution Service of Canada.
I did not give any instructions or directives, and neither I nor my office had any contact whatsoever with anyone regarding the decision to pursue or stay the charges. The director of public prosecutions said so in February and she repeated it today. ",Liberal,LaSalle—Émard—Verdun,David Lametti,http://www.parl.gc.ca/Parliamentarians/en/members/david-lametti(245291)
4778477,ca.proc.d.2019-05-08.10613071,2019-05-08,00000000-0000-0000-0000-000000000000,246097,"Mr. Jagmeet Singh (Burnaby South, NDP)",,Oral Questions,The Environment,,"Mr. Speaker, Canadians wake up daily to alarming news about mass extinctions and catastrophic climate change, and yet Liberals are planning to steamroll ahead with the Trans Mountain pipeline, despite the NEB not fully considering the impacts to climate, despite toxic tanker traffic and threats to the coastline and despite indigenous concerns.
Better choices will lead to better results. Will the Prime Minister stop spending billions on pipelines, and instead invest in the clean energy economy of the future?",New Democratic Party,Burnaby South,Jagmeet Singh,http://www.parl.gc.ca/Parliamentarians/en/members/jagmeet-singh(246097)
4778478,ca.proc.d.2019-05-08.10613082,2019-05-08,cee27afa-cdf8-4e99-ab22-22290f86aa3a,214082,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",,Oral Questions,The Environment,,"Mr. Speaker, I was at the G7 meeting in France, where we talked about how we need to take more action on climate, how we need to take action on nature and how we need to do it in an affordable way while creating good jobs. That is exactly what we are doing.
We are putting a price on pollution, giving the money back, such that a family of four in Ontario receives $307. We are tackling our biodiversity challenge and protecting nature by doubling the amount of nature that we protect in Canada. We know that we need to tackle climate change. We need to protect more nature. We need to do it in a way that creates good jobs and grows our economy.",Liberal,Ottawa Centre,Catherine McKenna,http://www.parl.gc.ca/Parliamentarians/en/members/catherine-mckenna(214082)
4778479,ca.proc.d.2019-05-08.10613084,2019-05-08,00000000-0000-0000-0000-000000000000,246097,"Mr. Jagmeet Singh (Burnaby South, NDP)",,Oral Questions,The Environment,,"Mr. Speaker, even though it poses a danger to our coast, to marine life and to ecosystems; even though indigenous communities said in consultations that it should not move ahead; and even though the court of appeal found that the Liberals had not done their homework, the Liberal government is going to move forward with the Trans Mountain expansion anyway. Indigenous and coastal communities have clearly stated that they do not want this pipeline.
Why do the Liberals refuse to listen?",New Democratic Party,Burnaby South,Jagmeet Singh,http://www.parl.gc.ca/Parliamentarians/en/members/jagmeet-singh(246097)
4778480,ca.proc.d.2019-05-08.10613087,2019-05-08,b9c4c914-1880-40a6-9c2a-701c329f27bc,229214,"Hon. Patty Hajdu (Minister of Employment, Workforce Development and Labour, Lib.)",,Oral Questions,The Environment,,"Mr. Speaker, we are following the guidance of the Federal Court of Appeal to move this process forward in the right way, through meaningful consultations, and we are making progress every day.
The NEB's report, completed on time, marked an important milestone in this process. On indigenous consultations, our teams are on the ground and they are engaged in a meaningful two-way dialogue. On this side of the House, we are working each day to get this right.",Liberal,Thunder Bay—Superior North,Patty Hajdu,http://www.parl.gc.ca/Parliamentarians/en/members/patty-hajdu(229214)
4778481,ca.proc.d.2019-05-08.10613089,2019-05-08,00000000-0000-0000-0000-000000000000,246097,"Mr. Jagmeet Singh (Burnaby South, NDP)",,Oral Questions,Justice,,"Mr. Speaker, Vice-Admiral Norman's trial has been a debacle from the start. People deserve to know the truth about allegations that the Prime Minister's Office interfered in the judicial process yet again. As we saw in the SNC-Lavalin case, the Liberals have no respect for the independence of the system.
Will the Liberals launch an independent investigation into credible allegations of interference by the Prime Minister's Office in Vice-Admiral Norman's case?",New Democratic Party,Burnaby South,Jagmeet Singh,http://www.parl.gc.ca/Parliamentarians/en/members/jagmeet-singh(246097)
4778482,ca.proc.d.2019-05-08.10613095,2019-05-08,18e36567-4082-4ce3-a35b-d4aba65560ca,245291,"Hon. David Lametti (Minister of Justice and Attorney General of Canada, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, the government did not play any role in the prosecution of Vice-Admiral Norman. My office did not play a role and neither did the PMO.
 This decision falls to the director of public prosecutions alone. Today, she said, as she indicated in February, that there was no outside influence in the proceedings.",Liberal,LaSalle—Émard—Verdun,David Lametti,http://www.parl.gc.ca/Parliamentarians/en/members/david-lametti(245291)
4778483,ca.proc.d.2019-05-08.10613098,2019-05-08,00000000-0000-0000-0000-000000000000,246097,"Mr. Jagmeet Singh (Burnaby South, NDP)",,Oral Questions,Justice,,"Mr. Speaker, that runs contrary to what we have heard from Mark Norman's defence team. They have raised serious concerns about Scott Brison, about the Liberals' cozy relationship with the Irving companies and about political interference directly from the Prime Minister's office.
 Sunshine is the best disinfectant. Canadians deserve the truth. Why is the Prime Minister refusing to hold an independent investigation into the Liberals' troubling handling of this case?",New Democratic Party,Burnaby South,Jagmeet Singh,http://www.parl.gc.ca/Parliamentarians/en/members/jagmeet-singh(246097)
