basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4778145,ca.proc.d.2019-05-07.p5888690,2019-05-07,,,,intervention,Routine Proceedings,Business of Supply,, Agreed.,,,Some hon. members,
4778146,ca.proc.d.2019-05-07.p6,2019-05-07,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Business of Supply,,(Motion agreed to),Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4778147,ca.proc.d.2019-05-07.10605063,2019-05-07,72dace30-741a-4877-8c1c-31b5dc3e4a8e,218755,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",,Routine Proceedings,Petitions,Falun Gong,"Mr. Speaker, I am proud to present a petition today especially knowing that we are approaching Falun Gong international day. It will be the 20th anniversary this week. The petition is signed by over 100 Canadians.
The petitioners are asking the government to use the Magnitsky act, which we passed in this Parliament, to sanction individuals responsible for extrajudicial killings and organ harvesting from Falun Gong participants in China.
The motto of Falun Gong practitioners is truthfulness, compassion and tolerance. Unfortunately, they are not experiencing that in China, so we need to take action against those who are responsible for their persecution.",Conservative,Selkirk—Interlake—Eastman,James Bezan,http://www.parl.gc.ca/Parliamentarians/en/members/james-bezan(218755)
4778148,ca.proc.d.2019-05-07.10605078,2019-05-07,85738a00-0a16-4a6f-89c7-9f045782d1fd,217185,"Mr. Richard Cannings (South Okanagan—West Kootenay, NDP)",,Routine Proceedings,Petitions,Pensions,"Mr. Speaker, I rise today to present two petitions on the same subject.
The petitioners point out that before the 2015 federal election, Canadians were clearly promised in writing that defined benefit pension plans, which have already been paid for by employees and pensioners, should not be retroactively changed into target benefit plans. 
They also point out that Bill C-27, tabled by the Minister of Finance, permits precisely this change, thereby jeopardizing the retirement income security of Canadians who have negotiated defined benefit plans as a form of deferred wages.
The petitioners are calling on the Government of Canada to withdraw Bill C-27, an act to amend the Pension Benefits Standards Act.",New Democratic Party,South Okanagan—West Kootenay,Richard Cannings,http://www.parl.gc.ca/Parliamentarians/en/members/richard-cannings(217185)
4778149,ca.proc.d.2019-05-07.10605093,2019-05-07,53eb10e4-f8e7-4ef7-9448-b4a10ec1dba3,216366,"Mrs. Cathay Wagantall (Yorkton—Melville, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, I have two petitions to present this morning.
The first petition is from citizens who are concerned about the international trafficking of human organs that are removed from victims without consent. There is no legal prohibition on Canadians travelling abroad to acquire or receive such organs.
We are aware that Bill S-240 is now back in the other place, and we certainly look forward to the petitioners' concerns being met.",Conservative,Yorkton—Melville,Cathay Wagantall,http://www.parl.gc.ca/Parliamentarians/en/members/cathay-wagantall(216366)
4778150,ca.proc.d.2019-05-07.10605648,2019-05-07,53eb10e4-f8e7-4ef7-9448-b4a10ec1dba3,216366,"Mrs. Cathay Wagantall (Yorkton—Melville, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Initiative,"Mr. Speaker, the other petition is from Canadians who continue to call on the Prime Minister to defend the freedom of conscious thought and belief and withdraw the attestation requirement for applications to the Canada summer jobs program, including this year 2019. The program still exists, and the petitioners consider the attestation to be discriminatory.",Conservative,Yorkton—Melville,Cathay Wagantall,http://www.parl.gc.ca/Parliamentarians/en/members/cathay-wagantall(216366)
4778151,ca.proc.d.2019-05-07.10605106,2019-05-07,a71a1741-7ff2-4246-b0da-4622e96b10cf,247386,"Mr. Guy Caron (Rimouski-Neigette—Témiscouata—Les Basques, NDP)",,Routine Proceedings,Petitions,Employment Insurance,"Mr. Speaker, I am pleased to table a petition signed mainly by people from Quebec City, Saguenay—Lac-Saint-Jean and eastern Quebec who are calling for universal access to employment insurance. As members know, only 35.2% of unemployed women are eligible for regular EI benefits, compared to 52% of unemployed men.
The petitioners are calling on the government to ensure universal access to employment insurance by lowering the eligibility threshold to 350 hours or 13 weeks, establishing a minimum threshold of 35 weeks of benefits, and increasing the benefit rate to 70% of salary based on the best 12 weeks of salary. The petition also proposes other measures. I am pleased to table it in the House.",New Democratic Party,Rimouski-Neigette—Témiscouata—Les Basques,Guy Caron,http://www.parl.gc.ca/Parliamentarians/en/members/guy-caron(247386)
4778152,ca.proc.d.2019-05-07.10605116,2019-05-07,6e88c64b-66df-4989-84da-2a037744909c,218596,"Mr. Jamie Schmale (Haliburton—Kawartha Lakes—Brock, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, I am pleased to rise and present this petition from 60 or so concerned residents of the Greater Toronto Area.
The petitioners urge the Parliament of Canada and now the other place to move quickly on the proposed legislation to amend the Criminal Code and the Immigration and Refugee Protection Act to prohibit Canadians from travelling abroad to acquire human organs removed without consent or as a result of a financial transaction, and to render inadmissible to Canada any and all permanent residents or foreign nationals who have participated in the illegal trade of human organs. ",Conservative,Haliburton—Kawartha Lakes—Brock,Jamie Schmale,http://www.parl.gc.ca/Parliamentarians/en/members/jamie-schmale(218596)
4778153,ca.proc.d.2019-05-07.10605132,2019-05-07,fe517b95-bc62-4fe8-96aa-998994aefd48,216494,"Mr. Tom Lukiwski (Moose Jaw—Lake Centre—Lanigan, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, it is my pleasure to stand today and present a petition in support of Bill S-240, which is back in the other place today.
The petitioners come from a wide range of regions within Canada, and all of them support the petition for one single, solitary reason, which is to combat the scourge of forced organ harvesting. 
The petitioners call upon the Senate to act upon this legislation as quickly as possible, because it has been before this place on several previous occasions.",Conservative,Moose Jaw—Lake Centre—Lanigan,Tom Lukiwski,http://www.parl.gc.ca/Parliamentarians/en/members/tom-lukiwski(216494)
4778154,ca.proc.d.2019-05-07.10605155,2019-05-07,0460b90d-6936-4178-9c1b-f2de6a79ef7b,237019,"Mr. Earl Dreeshen (Red Deer—Mountain View, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, I have a petition to present today that has been signed by nearly 70 people who want to make sure we are all aware of the scourge of international trafficking in human organs, which are removed from victims without their consent. Bill S-240, which is in the Senate, would place a legal prohibition on Canadians travelling abroad in order to acquire or receive such organs. It is incumbent upon all of us to make sure we recognize that.
With that in mind, I am proud to present this petition today.",Conservative,Red Deer—Mountain View,Earl Dreeshen,http://www.parl.gc.ca/Parliamentarians/en/members/earl-dreeshen(237019)
4778155,ca.proc.d.2019-05-07.10605194,2019-05-07,b15d7c05-f054-45fe-804e-54d178f2d3b4,216128,"Mr. Randy Hoback (Prince Albert, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, this petition is in regard to Bill S-240. The signatories to this petition want to see the bill progress through the Senate relatively quickly.
 I cannot think of a more disgusting trade than the trade of human organs. That people would travel abroad to take an organ from somebody who has been forced to give it up or who has given it up through a financial transaction is just unthinkable. We would like to see this trade stopped. We are looking for this petition and this legislation to move forward so that it will do just that.
The petitioners call upon the Senate to move quickly on this bill; they hope it comes back to this House relatively quickly and that we can deal with it relatively soon. ",Conservative,Prince Albert,Randy Hoback,http://www.parl.gc.ca/Parliamentarians/en/members/randy-hoback(216128)
4778156,ca.proc.d.2019-05-07.10605210,2019-05-07,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Winnipeg North, Lib.)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, like many others, I too bring forward a petition in regard to organ harvesting.
I applaud all those individuals who took the time to sign these petitions in support of such an important cause. It is encouraging that the House of Commons has responded, at least in good part, to the petition.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4778157,ca.proc.d.2019-05-07.10605216,2019-05-07,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, I ask that all questions be allowed to stand.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4778158,ca.proc.d.2019-05-07.p5888717,2019-05-07,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Questions on the Order Paper,, Is that agreed? ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4778159,ca.proc.d.2019-05-07.p5888718,2019-05-07,,,,intervention,Routine Proceedings,Questions on the Order Paper,, Agreed.,,,Some hon. members,
4778160,ca.proc.d.2019-05-07.10605234,2019-05-07,ad4032f2-6bb1-497b-b146-f321cfb71ba9,218016,"Hon. Pierre Poilievre (Carleton, CPC)",,Government Orders,Business of Supply,Opposition Motion—Natural Resources," moved:
 That the House call on the government to stop raising the price of gas by clearing the way for pipelines and eliminating the carbon tax on fuel. 
Mr. Speaker, I will be splitting my time with the hon. member for Haliburton—Kawartha Lakes—Brock.
If there were an energy paradise in the eyes of the Liberal Prime Minister, it would be Vancouver. There gas prices are higher than at any time anywhere in North America.
Recently the Prime Minister visited Vancouver, and a reporter asked about the then $1.69-a-litre price. He said that this “is exactly what we want”. He was thrilled to see high gas prices, because he believes that high gas prices are the only way we can save our environment.
Of course, he inherited a massive family fortune. He is a multi-millionaire. He drives around in a taxpayer-funded limousine, as he did for most of his childhood. He has no worries whatsoever about paying bills. Because he has never had to worry about money, he does not worry about Canadians' money. As such, he has admiration for high gas prices in British Columbia in general and in Vancouver in particular.
The Prime Minister's admiration for B.C.'s high gas prices is not new. It did not manifest itself only in that famous “exactly what we want” comment. Rather, it is the basis of his entire carbon tax program.
As the Prime Minister was beginning to roll out his plan to hike taxes on gas and other energy sources, he consistently pointed to British Columbia as the ideal model to replicate. He wants to do across Canada what the carbon-tax government has done in that province. That province has its own carbon tax regime, one the Prime Minister supports and one that he requires through a new federal law that mandates that provinces institute their own tax on gas and other fuels. The only difference between B.C.'s carbon tax and the one the Prime Minister is imposing in Ontario, Saskatchewan, New Brunswick and Manitoba is that B.C.'s is a little further along. The tax rate in B.C. is about $40 per tonne of carbon dioxide, whereas the Prime Minister's carbon tax this year starts at only $20.
Right now we can look to British Columbia to see the Liberal future. The Prime Minister has admitted that he plans to raise Canada's national carbon tax by 250% if re-elected. That is just by 2022. In the year 2023, which is not far off from now, it could go much higher than that. Internal government documents show that it could go as high as $300 a tonne, which would be more than 10 times higher than it is right now.
I say all of this as background, because British Columbia's tax rate is in line with where the Prime Minister wants to take the other provinces on which he has imposed the carbon tax in the next several years.
What has that meant? British Columbia now pays $1.79 a litre for gasoline. According to the records, this is the highest price per litre of gasoline ever recorded anywhere in North America. That is exactly what the Prime Minister wants.
We see this reflected right across the country. Carbon taxes have raised prices already in Ontario, Saskatchewan, Manitoba, Alberta, New Brunswick and elsewhere. These higher gas prices are only the beginning. The Prime Minister has made it clear that they will have to go up, up and away. Canadians will be paying the same $1.79 a litre right across Canada that British Columbia is experiencing right now.
That sounded wonderful to the Prime Minister in theory, but now, in practice, we see what it means. Single mothers who cannot afford to get to their jobs are going to struggle to feed their children. Seniors on fixed incomes who have to drive to get groceries are struggling to make ends meet. Small businesses, which enjoy no rebate of any kind for the carbon tax they pay, have no choice but to cut the wages or jobs of their workers. I had two of them in my office a couple of weeks ago. They lay foundations for homes. They said very clearly that they cannot pass the carbon tax cost along to their customers, because people cannot afford to pay more. Housing prices are too high already. These two gentlemen do not know what they are going to do. Right now, these two very middle-class guys are paying a heck of a lot more for a tax the Prime Minister has imposed here in Ontario.
Back to the British Columbian example, the Prime Minister claims that his tax will make Canadians better off, that somehow they will get more from paying the tax than it will cost them in the first place. He wants us to believe that if we give him our wallets, he will put more money back into it than we had before. When we ask where this has ever been done, he says, “In British Columbia”. That is where the whole idea of the so-called revenue-neutral carbon tax was first invented. Now we know that this was a fraud. Subsequent studies have shown that British Columbians are now paying more in carbon taxes in B.C. than they are getting back in any other form of compensating rebate or tax relief. In fact, of all the jurisdictions that have introduced their own carbon tax in Canada, in all those cases, the government has won and the taxpayers have lost. That is true not only in British Columbia but in Alberta, formerly in Ontario, under the previous Wynne government, in Quebec and in any Atlantic province that has its own tax. In every single case, the government is taking more and the taxpayer is keeping less. These are not opinions; these are mathematical facts. The reason is that politicians are with money the way bears are with honey. Once they get their hands on it, they just cannot stop.
The Prime Minister's strategy is a good one. It is a good electoral strategy. He gives us a small cheque before the election and a massive bill after the election. He gives a few hundred dollars in enticements before people vote and many thousands of dollars in costs after they vote. We know this because the Prime Minister is running out of money. He has a $20-billion deficit. The cost of government has risen by 25% in just over three years. There is no way he can keep paying the bills without collecting more taxes. Therefore, he will raise taxes. He will ensure that he collects more than taxpayers keep. However, he will do it after the election, when he no longer needs voters but still needs their money.
Another way he is costing British Columbians is by having blocked pipelines. Most of the gasoline British Columbians use comes through the Trans Mountain pipeline, which was supposed to triple in capacity but for his bungling and obfuscation.
 We will clear the way for pipelines. We will axe the carbon tax to make life more affordable, not just for British Columbians but for all Canadians, so that people not only get by but get ahead.",Conservative,Carleton,Pierre Poilievre,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-poilievre(218016)
4778161,ca.proc.d.2019-05-07.10605369,2019-05-07,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Government Orders,Business of Supply,Opposition Motion—Natural Resources,"Madam Speaker, Canadians have been waiting very patiently, for well over a year now, since the current leader indicated that he has a plan. The problem with his plan is that he does not want to share it or let Canadians know what the plan is. I suspect that he does not have a plan. The only thing we hear from the member opposite is that the plan is going to axe the price on pollution. That is the Conservative Party's plan to date.
There are four provinces this actually applies to. His whole speech was centred on the province of British Columbia, implying to the citizens of British Columbia that if the Conservatives win, they are going to get rid of the carbon tax. How is the Conservative Party going to get rid of a carbon tax in the province of British Columbia that is going to result in lowering the gas price? Can he give a specific answer as to what the Conservative Party is going to do for the residents of B.C.?",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4778162,ca.proc.d.2019-05-07.10605383,2019-05-07,ad4032f2-6bb1-497b-b146-f321cfb71ba9,218016,Hon. Pierre Poilievre,,Government Orders,Business of Supply,Opposition Motion—Natural Resources,"Madam Speaker, yes, I can give that answer. Right now a coalition of the high-tax NDP premier of B.C. and the high-tax Liberal Prime Minister of Canada have imposed this joint carbon tax on British Columbians. British Columbians are making clear that they no longer want to pay this tax, but here is the bad news for now. Even if their provincial government were to flip-flop and eliminate or reduce the tax, the Prime Minister has passed a law allowing him to reimpose it. Right now British Columbians do not even have the freedom to get rid of the carbon tax until they get rid of the Prime Minister.
Our plan is to get rid of both.",Conservative,Carleton,Pierre Poilievre,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-poilievre(218016)
4778163,ca.proc.d.2019-05-07.10605399,2019-05-07,3c3ee442-a873-4845-84d0-7da07a66ce61,240987,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP)",,Government Orders,Business of Supply,Opposition Motion—Natural Resources,"Madam Speaker, I thank my colleague for his speech and commend him for his ability to throw political darts at his opponents.
However, I would like to ask him a much more serious question that goes beyond partisan games. According to the IPCC, we have 12 years. The planet has 12 years to see us dramatically reduce our greenhouse gas emissions; otherwise, global warming will exceed 2°C, 3°C or even 4°C. That will increase the number, intensity, frequency and scale of natural disasters and the damage they cause. It will cost Quebeckers and Canadians a fortune. We will see more and more droughts, forest fires, floods and hurricanes, which will hurt the economy. The cost of inaction on climate change will be much higher than the cost of taking action to reduce our greenhouse gas emissions.
How does the Conservative Party intend to reduce greenhouse gas emissions if it wants to increase oil and gas production? That does not make any sense.",New Democratic Party,Rosemont—La Petite-Patrie,Alexandre Boulerice,http://www.parl.gc.ca/Parliamentarians/en/members/alexandre-boulerice(240987)
4778164,ca.proc.d.2019-05-07.10605443,2019-05-07,ad4032f2-6bb1-497b-b146-f321cfb71ba9,218016,Hon. Pierre Poilievre,,Government Orders,Business of Supply,Opposition Motion—Natural Resources,"Madam Speaker, we will do it with technology, not with taxes.
Let me give the member an example of the Liberal Party's flawed logic. The carbon tax will be levied on CO2 that a farmer in my riding emits to grow tomatoes, even though all that CO2 is absorbed by the plant. That farmer is paying for CO2 that will not even enter the atmosphere. As a result, Canadian tomatoes from my riding will be more expensive than Mexican tomatoes. Transporting tomatoes from Mexico to Canada will pump greenhouse gases into the atmosphere so Canadians can buy a Mexican tomato in Canada for less than they would pay for a tomato from my riding. That is bad for the economy and the environment.
That is just one example of how the carbon tax will harm the environment and the economy. We will replace it with technology.",Conservative,Carleton,Pierre Poilievre,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-poilievre(218016)
