basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4778698,ca.proc.d.2019-05-09.10615252,2019-05-09,8c3e4bb0-ac84-4071-bc91-3b47268a13eb,215863,"Hon. Judy A. Sgro (Humber River—Black Creek, Lib.)",,Routine Proceedings,Petitions,Human Rights,"Mr. Speaker, I am pleased to present a petition today outlining that Iranian authorities have been condemned for the arbitrary arrest, detention, torture and murder of Iranian Canadians, including imprisoning web developer Saeed Malekpour, in violation of international human rights law, which expressly prohibits arbitrary arrest and detention, as mandated by the Universal Declaration of Human Rights and the International Covenant on Civil and Political Rights. 
The petitioners call upon the Government of Canada to, jointly with the Prime Minister, personally and publicly call for the release of Saeed Malekpour, a permanent resident of Canada, who is in his 10th year of unjust imprisonment for his courage and determination to make technology more accessible and promote freedom of expression and democratic values.:",Liberal,Humber River—Black Creek,Judy Sgro,http://www.parl.gc.ca/Parliamentarians/en/members/judy-sgro(215863)
4778699,ca.proc.d.2019-05-09.10615266,2019-05-09,f2313477-3104-468f-9384-a371bedc7d09,216730,"Mr. Robert Kitchen (Souris—Moose Mountain, CPC)",,Routine Proceedings,Petitions,Agriculture,"Mr. Speaker, I rise today with a petition to save our seed.
 The petitioners call upon Parliament to enshrine in legislation the inalienable rights of farmers and other Canadians to freely save, reuse, select, exchange and sell seeds. In addition, they call upon the Government of Canada to refrain from making any regulations under the Plant Breeders' Rights Act that would further erode farmers' rights and/or add to farmers' costs by restricting or eliminating the farmers' privilege..",Conservative,Souris—Moose Mountain,Robert Gordon Kitchen,http://www.parl.gc.ca/Parliamentarians/en/members/robert-gordon-kitchen(216730)
4778700,ca.proc.d.2019-05-09.10615273,2019-05-09,85738a00-0a16-4a6f-89c7-9f045782d1fd,217185,"Mr. Richard Cannings (South Okanagan—West Kootenay, NDP)",,Routine Proceedings,Petitions,Children's Welfare,"Mr. Speaker, I rise today with a petition from the Elizabeth Fry Society.
The petitioners call on the Government of Canada to end discrimination in the supports the federal government provides to children so they are not discriminated against for the situation they are being raised in and to ensure that all children have access to the Canada child benefit, the children's special allowances and any other programs like these.",New Democratic Party,South Okanagan—West Kootenay,Richard Cannings,http://www.parl.gc.ca/Parliamentarians/en/members/richard-cannings(217185)
4778701,ca.proc.d.2019-05-09.10615280,2019-05-09,7cff4486-6787-493d-a4ee-a59d48f68ab3,219527,"Hon. Denis Paradis (Brome—Missisquoi, Lib.)",,Routine Proceedings,Petitions,The Environment,"Mr. Speaker, the Vermont Agency of Natural Resources has granted permit approval to expand the landfill managed by the New England Waste Services of Vermont in Coventry, Vermont. Right next door, Lake Memphremagog supplies drinking water to 175,000 Canadians.
In this first petition, the people of Brome—Missisquoi are calling on the Minister of Foreign Affairs to ask the International Joint Commission to conduct an environmental impact assessment of the plan to expand the landfill in Coventry, Vermont by 51 acres.",Liberal,Brome—Missisquoi,Denis Paradis,http://www.parl.gc.ca/Parliamentarians/en/members/denis-paradis(219527)
4778702,ca.proc.d.2019-05-09.10615706,2019-05-09,7cff4486-6787-493d-a4ee-a59d48f68ab3,219527,"Hon. Denis Paradis (Brome—Missisquoi, Lib.)",,Routine Proceedings,Petitions,The Environment,"Mr. Speaker, in the second petition, the people of Brome—Missisquoi are calling on the Minister of Foreign Affairs to begin the process of amending the Boundary Waters Treaty concluded between Canada and the United States in 1990 to include environmental standards to protect the waters in both countries. I introduced a bill to that effect last week.",Liberal,Brome—Missisquoi,Denis Paradis,http://www.parl.gc.ca/Parliamentarians/en/members/denis-paradis(219527)
4778703,ca.proc.d.2019-05-09.10615295,2019-05-09,95ed53a7-7538-4c0f-85a4-64af76065f95,218942,"Mr. Don Davies (Vancouver Kingsway, NDP)",,Routine Proceedings,Petitions,Children's Welfare,"Mr. Speaker, I am pleased to rise today to introduce a petition initiated by the Elizabeth Fry Society of Canada, which does fantastic work on behalf of women and children across the country.
The petitioners points out that many children are excluded from receiving the Canada child benefit and children's special allowances, as they are in informal care arrangements and their caregivers are ineligible to claim the tax deduction for children. They therefore cannot establish entitlement. Many children whose parents are incarcerated, homeless or suffer from addiction are not receiving the funds they ought to. In many cases, ironically, these are some of the most needy children in Canada.
The petitioners call on the government to ensure that all children receive all benefits they are entitled to from all government programs, without discrimination based on their family arrangement.",New Democratic Party,Vancouver Kingsway,Don Davies,http://www.parl.gc.ca/Parliamentarians/en/members/don-davies(218942)
4778704,ca.proc.d.2019-05-09.10615304,2019-05-09,3c3ee442-a873-4845-84d0-7da07a66ce61,240987,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP)",,Routine Proceedings,Petitions,Children's Welfare,"Mr. Speaker, I am pleased to rise today to present a petition from the Elizabeth Fry Society on children's rights in Canada. Canada is a signatory to the United Nations Convention on the Rights of the Child, which prohibits all forms of discrimination against children, regardless of their family situation.
Unfortunately, Canada is not currently abiding by the convention. Sometimes the help provided by the Canada child benefit and other federal government programs does not get to the children who so desperately need it because of their family situation. The Elizabeth Fry Society is calling on us to remedy that.",New Democratic Party,Rosemont—La Petite-Patrie,Alexandre Boulerice,http://www.parl.gc.ca/Parliamentarians/en/members/alexandre-boulerice(240987)
4778705,ca.proc.d.2019-05-09.10615312,2019-05-09,d013e8ca-fdd5-4eb4-a0e4-b5f0782a8f6d,217247,"Mr. Fin Donnelly (Port Moody—Coquitlam, NDP)",,Routine Proceedings,Petitions,Children's Welfare,"Mr. Speaker, I rise to present a petition from Elizabeth Fry Society advocates, who support the call to ensure that all children benefit from special protection measures and assistance in ensuring the rights of highly mobile children, recognizing Canada's obligation as a signatory to the UN Convention on the Rights of the Child. Many children are excluded from receiving the Canada child benefit and the children's special allowances.
 The petitioners therefore call on the government to ensure that all children receive, without discrimination in any form, benefit from special protection measures and assistance.
I want to thank the Elizabeth Fry for its good work and for drawing the attention of the House to this petition.",New Democratic Party,Port Moody—Coquitlam,Fin Donnelly,http://www.parl.gc.ca/Parliamentarians/en/members/fin-donnelly(217247)
4778706,ca.proc.d.2019-05-09.10615330,2019-05-09,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, I ask that all questions be allowed to stand.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4778707,ca.proc.d.2019-05-09.10615335,2019-05-09,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Questions on the Order Paper,,Is that agreed?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4778708,ca.proc.d.2019-05-09.p5899153,2019-05-09,,,,intervention,Routine Proceedings,Questions on the Order Paper,, Agreed.,,,Some hon. members,
4778709,ca.proc.d.2019-05-09.10615338,2019-05-09,26a7c39b-6a77-446a-8986-1d3086f156fe,218688,"Mrs. Shannon Stubbs (Lakeland, CPC)",,Routine Proceedings,Points of Order,Motion No. 167—Instruction to the Standing Committee on Public Safety,"Mr. Speaker, I rise today on a point of order related to my private member's motion, Motion No. 167. As you will recall, this motion instructed the public safety committee to conduct a thorough assessment into all the factors of the rising rates of rural crime in Canada, so action could be taken expeditiously to address and combat this public safety emergency.
 The House of Commons passed this motion unanimously, with 287 yes votes and zero no votes, on May 30, 2018. Clearly, this motion has the strong support of this whole House and rural Canadians who are increasingly concerned about their personal safety.
The final line of Motion No. 167 reads, “that the Committee report its findings to the House within six months of the adoption of this motion.”
 Sadly, I rise today because six months from the adoption of Motion No. 167 would have been November 30, 2018. Therefore, it is now five months past the deadline.
The committee, from what I understand, considered a draft report on December 4, 2018. According to the minutes of the committee, the next meeting to consider a draft report was March 20. No report was approved at that time. The committee did approve its agenda for the next several weeks on Monday, April 29, with no mention of Motion No. 167.
 In chapter 20 of House of Commons Procedure and Practice, third edition, 2017, under the heading “Procedural Framework for Committee Activities”, it states:
 First, committees are free to organize their proceedings as they see fit provided that their studies and the motions and reports they adopt comply with the orders of reference and instructions issued by the House. Second, committees may adopt procedural rules to govern their proceedings, but only to the extent the House does not prescribe anything specific. At all times, directives from procedural sources higher than parliamentary committees (the Constitution, statutes, orders of reference and instructions of the House, Standing Orders of the House of Commons, and rulings by the Speaker) take precedence over any rules a committee may adopt. 
Therefore, I would submit that the House did direct the committee to conduct that assessment within six months, yet it has not provided the report within that timeline. This order originating from the House takes precedence over the other matters before the committee.
 The committee has conducted 17 meetings, which happened between December 4 and April 5, 11 of those meetings being the committee's current study on cybersecurity. I mention this to highlight that the committee has not been focused on items such as legislation, which traditionally could take precedence for committee consideration, and only the last two meetings have dealt with Bill C-93.
Further, in chapter 20, under the heading of “Studies Conducted by Committees, Subject Matter Studies”, it states:
 From time to time the House refers to its committees the consideration of specific matters for more in-depth study. These orders of reference may include an obligation to report and the imposition of time limits within which the committees must complete the study or report. 
Therefore, I would submit that the House providing a six-month deadline for the committee to report is a limit established by the House and the committee has failed to uphold the instruction of the House.
I will close now by quickly by noting that 17 MPs did jointly second this motion. Over 200 towns, municipalities and communities endorse this motion, including thousands of Canadians across at least seven provinces.
 Statistics Canada reported last week that the rural crime rate was 23% higher than in urban Canada. This remains a growing epidemic and crisis for rural families, businesses and communities across the country.
 Therefore, I would request your consideration as Speaker to consider following up with this committee. I hope you will undertake to ensure that the very clear instruction of the House, through Motion No. 167, is carried out by this committee as soon as possible.",Conservative,Lakeland,Shannon Stubbs,http://www.parl.gc.ca/Parliamentarians/en/members/shannon-stubbs(218688)
4778710,ca.proc.d.2019-05-09.10615383,2019-05-09,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Points of Order,Motion No. 167—Instruction to the Standing Committee on Public Safety,I thank the hon. member for Lakeland for raising her point of order. I will take it under advisement and come back to the House in due course.,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4778711,ca.proc.d.2019-05-09.p5899170,2019-05-09,,,,stagedirection,Government Orders,Indigenous Languages Act,," The House resumed from May 2 consideration of the motion that Bill C-91, An Act respecting Indigenous languages, be read the third time and passed. ",,,,
4778712,ca.proc.d.2019-05-09.10615394,2019-05-09,dbb0dd7c-287c-4115-9424-4b2c55652877,245002,"Mr. Robert-Falcon Ouellette (Winnipeg Centre, Lib.)",,Government Orders,Indigenous Languages Act,," 
Mr. Speaker, I will begin by saying hello to my friends, my relations. It is good to see everyone today. 
Let us start with a hard truth: we have had our languages taken from us. Canadians must be generous people and not allow these languages to die. 
We have been walking a long pathway, and that pathway can lead to a Canada of great hope and promise. This proposed law is about hope: hope for the future, hope for the present and hope for our children.
In this great structure of Parliament, we have power and resources. In the beginning, we were told that our work was for all Canadians. We must all work collectively together, since Canada has written the promises in how processes unfold. We made a covenant, an agreement, together. We are related. If things have not happened right, we will change things to help respect one another. 
Treaties are about respect and brotherhood. Indigenous peoples have always had treaties. The Cree and the Blackfoot made treaties using common sense. For example, there was to be no fighting in the winter, as it was too cold and not good to move children, women and the aged from their homes to different locations at that time. If one tribe made war, it sought out the other chief and explained the reason it was making war. Quite often, it was that the young warriors had too much energy, and they were bothering the whole camp. The old people knew that the best way to do things was to send them off to war against the enemy they knew. The two chiefs would talk and one would be given time to move the women, children and old people, and it worked for them. Later, in peacetime, they would talk about it. 
The creation stories we tell about Wesakechak are about treaty. These world treaties are about water, earth, air, fire, and of course, the Great Spirit. For instance, when a child is born, the mother's water breaks and this signals that the child is to be born. He then gets his first breath of precious sacred air, and he is a living human being. He is then wrapped in the warm hide and fur of an animal and joins the warmth of the fire and the life-giving milk of his mother. Soon he is playing with the other children outside on their own land, which happens to be Canada. 
When the Creator finished creating the land, sea and air creatures, he called everyone forward and told them to ask for gifts they wanted to have for themselves. Thus, he made treaties with all life on earth. Many asked to serve mankind. They were warned about mankind and what he would be like as the best and worst of all creation. They accepted and understood his warnings. For their understanding and sacrifices, they were granted a place in the hereafter. They would and should be honoured by men, women and children in ceremonies, which indigenous people still do to this day. 
It is from these teachings that we respect air, fire and water in a spiritual way. They are included in all our prayers and ceremonies. It is a good way to live.
We all have our own languages, understandings and ceremonies. As indigenous people, we respect the earth and all the children of the feathered, furred, scaled, two-legged, four-legged and winged citizens.
Mankind is the only creation that breaks treaties continually. The others have never broken their sacred treaties with us.
From our own common sense, we must pray for the earth and all who dwell here. For over 100 years, we have signed treaties between our different peoples and countries. The original idea was not about subservience but about respect. 
Languages must be used to be useful. They must be used by our children in school, in the home and in the rest of society. Our languages must be on TV so that people can see and understand why, where and when and can see what is happening in our Parliament. It is important to have our languages.
I saw a written sign at the entrance to a graveyard in Lac la Ronge, in northern Saskatchewan. It said, ""If we could not as brothers live, let us here as brothers lie"". 
Man is represented by fire. Interestingly, women are represented by water. With just a single word or a single glance, she can elevate or destroy us. Personally, I would rather be a good brother to my fellow man than perish in a dirty flood of prejudice, jealousy, anger or fear.
Language can convey respect and meaning. It represents culture, and it defines who we are, our self-identity. It is about learning, education and knowledge.
 Elder Dr. Winston Wuttunee asked me to talk about how our language is important and related to our belief structure. There are four elements: water, air, land and fire. Language is related to these four elements. When we take a word in Cree and break it down, there are additional meanings within that word. 
Let us take water as an example. Water is women, life and connection to all of creation. It is beauty itself. 
Let us look at air. There is fresh air and dirty air. It all has an impact on how healthy we are. It is life. It is breath. Animals fly in air. We need good air to be healthy.
Let us look at land. We live and we die. When we die, we become the land and the land is our relatives. It feeds the grasses. It feeds the bison. It feeds us. It is us.
Think about fire. Fire is also life. It keeps us warm. It lets us cook and survive. It cleans the land. It is also men. It works best with water.
Let us take one word in the Cree language, nikamoun, which means “to sing”. Nika means “in front”, and moun means “to eat”. Nikamoun, therefore, means ""to be fed song"". If we break it down further, it could mean ""to be fed food by the one in front"". This could also be the Creator. To take it a bit further, it means ""whoever is in front is feeding us"". This is where the greed for money becomes our sustenance. This has quickly become a starvation diet for us all, nature and mankind too. Do we have the responsibility and the ability to respond and learn to save ourselves, our children, mankind, and our world?
Without language, who are we as individuals? We become without a past, unable to understand the thoughts of the past and unable to understand our ancestors in ceremony. They, in turn, are unable to understand us when we cannot communicate in our language.
Our modern Parliament has a role to play in helping indigenous peoples. We can add to the scale of justice by ensuring that our Canadian languages, our indigenous languages, do not become museum pieces relegated to the back of anthropological shelves on linguistics but instead are living, alive, and adapted to a modern world while remaining spiritually connected to the past.
I have dreamed of this moment when the Canadian state, which has for far too long tried to ignore and terminate these languages, would be part of the process in Parliament of breathing life into our common languages.
I thank my colleagues, the House leader and Canadians. I thank our ancestors, who never stopped living. I thank the unborn, who will soon carry the spirit bundle of language into the future. I thank them very much.",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,http://www.parl.gc.ca/Parliamentarians/en/members/robert-falcon-ouellette(245002)
4778713,ca.proc.d.2019-05-09.10615545,2019-05-09,4437c848-d8c7-4a39-a948-1539969f3a90,234764,"Ms. Marilyn Gladu (Sarnia—Lambton, CPC)",,Government Orders,Indigenous Languages Act,," 
Mr. Speaker, as a mother of two non-status Métis daughters, I am proud to ask the first question in the House of Commons in the Cree language.
 What benefit will the bill have for the Cree and Métis nations?",Conservative,Sarnia—Lambton,Marilyn Gladu,http://www.parl.gc.ca/Parliamentarians/en/members/marilyn-gladu(234764)
4778714,ca.proc.d.2019-05-09.10615557,2019-05-09,dbb0dd7c-287c-4115-9424-4b2c55652877,245002,Mr. Robert-Falcon Ouellette,,Government Orders,Indigenous Languages Act,," 
Mr. Speaker, suicide has taken too many lives. It destroys whole communities. Language and culture are part of their identity and grow our children right.",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,http://www.parl.gc.ca/Parliamentarians/en/members/robert-falcon-ouellette(245002)
4778715,ca.proc.d.2019-05-09.10615561,2019-05-09,f40d602c-1ae6-414e-bac3-23a2f31f1cdf,224989,"Ms. Linda Duncan (Edmonton Strathcona, NDP)",,Government Orders,Indigenous Languages Act,,"Mr. Speaker, I would like to commend both members for speaking indigenous languages. I hope that one day very soon, on my retirement from this place, I too can pursue those languages in my homeland. It is a great privilege to learn those languages.
Does the member support, and is he willing to speak to his fellows on that side of the House about supporting, amendments that have been brought forward by a number of members in this place on behalf of witnesses who appeared before committee and indigenous people who wrote to the government? They include requiring that the indigenous languages commissioner be indigenous, enshrining the United Nations declaration as a legally binding provision in the bill, adding specific reference to the sixties scoop and taking specific measures to respect the language rights of the Inuit.",New Democratic Party,Edmonton Strathcona,Linda Duncan,http://www.parl.gc.ca/Parliamentarians/en/members/linda-duncan(224989)
4778716,ca.proc.d.2019-05-09.10615571,2019-05-09,dbb0dd7c-287c-4115-9424-4b2c55652877,245002,Mr. Robert-Falcon Ouellette,,Government Orders,Indigenous Languages Act,,"Mr. Speaker, that is a very long question. There is a lot in there to unpack.
Obviously, I believe this bill does reflect the will of the House when we put forward our ideals and our values in the UN Declaration on the Rights of Indigenous Peoples. The federal government went to the United Nations in 2016, 2017 and 2018 to highlight once again Canada's support for the absolute acceptance of UNDRIP.
We are now at third reading. We have heard from a number of witnesses already on this bill. It is time to move forward, though. It is time to make sure this legislation passes, because if we continue to debate and debate, these languages will die. They are dying. 
I was speaking with people from New Zealand, and only 10% of Maori are actually speaking the Maori language in New Zealand. That was an absolute disaster, but they started rebuilding the language, working together as a society, indigenous and non-indigenous peoples, and trying to come up with a path forward. Today, the language is spoken even in Parliament, and even non-Maori people speak the language and can do introductions.
I hope that one day all MPs will be able to at least do an introduction in the Cree language:
“Hello. I greet you. I am glad to see you all.”",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,http://www.parl.gc.ca/Parliamentarians/en/members/robert-falcon-ouellette(245002)
4778717,ca.proc.d.2019-05-09.10615611,2019-05-09,030c04f1-a5d5-4ba8-b5f2-cd412d43e4bf,220120,"Ms. Julie Dabrusin (Toronto—Danforth, Lib.)",,Government Orders,Indigenous Languages Act,," 
Mr. Speaker, I want to know about this bill, about the youth, if the youth are affected.",Liberal,Toronto—Danforth,Julie Dabrusin,http://www.parl.gc.ca/Parliamentarians/en/members/julie-dabrusin(220120)
4778718,ca.proc.d.2019-05-09.10615614,2019-05-09,dbb0dd7c-287c-4115-9424-4b2c55652877,245002,Mr. Robert-Falcon Ouellette,,Government Orders,Indigenous Languages Act,," 
Mr. Speaker, that is good.
 There is a lot of suicide, and it affects our communities. If the youth know their identity, it helps with their character.",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,http://www.parl.gc.ca/Parliamentarians/en/members/robert-falcon-ouellette(245002)
4778719,ca.proc.d.2019-05-09.10615620,2019-05-09,b6850f16-57dc-486c-b5bb-0fd191022af4,242574,"Mr. Garnett Genuis (Sherwood Park—Fort Saskatchewan, CPC)",,Government Orders,Indigenous Languages Act,,"Mr. Speaker, I thank my colleague across the way for not only talking about indigenous languages but showing us in practice how certain ideas can be conveyed in indigenous languages that he knows.
 I know many of us are involved in learning other languages, whether that be French, English or other languages. I wonder if the member could share a bit about the reality that maybe certain ideas are easier to convey in some languages than in others, that there is certain knowledge or experience inherently embedded in the way people might express themselves in one language that is different in another, and therefore that the preservation of indigenous languages is a way of preserving, through those languages, certain ideas, certain values, certain experiences that maybe do not come across as clearly in other languages.",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis,http://www.parl.gc.ca/Parliamentarians/en/members/garnett-genuis(242574)
4778720,ca.proc.d.2019-05-09.10615636,2019-05-09,dbb0dd7c-287c-4115-9424-4b2c55652877,245002,Mr. Robert-Falcon Ouellette,,Government Orders,Indigenous Languages Act,,"Mr. Speaker, at 22, when I was in the Canadian Armed Forces, I was fortunate to be transferred to the Valcartier military base. At the time, I did not speak a word of French. I am from Alberta. My attitude toward the language of Molière was far from positive. It is sad but true.
I decided to learn French with the Royal 22nd Regiment in Valcartier, which I salute, and our comrades in battle, the 5th Field Ambulance. Within four months, I was fully bilingual because I did not use a word of English. For me, as an Albertan, it was a way to bring the two solitudes together. However, there are other people in Canada, the indigenous peoples. 
Learning French opened up a whole new world for me. Being able to express myself in any language—my mother tongue, French or English—is extremely important to me. I learned that people in Quebec have a slightly different way of thinking than people in Alberta. We are all Canadians and we are all human beings, but we have a different take on some things. Communities work together in Quebec, whereas in Alberta, we tend to be more individualistic; we like to show that we can control our environment.
In my view, language is what commands our thoughts, in a way, and that is extremely important to our cultures. We must also provide that advantage to indigenous peoples, for they have a right to live according to their culture. When they take part in ceremonies, they communicate with their ancestors through their culture and their thoughts. They deserve to have that connection with the past. Maybe one day they will be able to speak Cree at work, at the Royal Bank of Canada, the Bank of Montreal or Caisse Desjardins. 
At least they can speak their languages at home and hear them on APTN, the Aboriginal Peoples Television Network. These people helped build Canada, a country that should be admired by all humanity. No other country on earth does this. We do have our problems and things that need improvement, but Canada is still the most wonderful country in the world.",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,http://www.parl.gc.ca/Parliamentarians/en/members/robert-falcon-ouellette(245002)
4778721,ca.proc.d.2019-05-09.10615687,2019-05-09,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,224170,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",,Government Orders,Indigenous Languages Act,,"Mr. Speaker, in the interest of brevity, I will only say that I agree with most of what the hon. member just said. As a footnote, New Zealand has very strong policies in place for preserving the Maori language. It has reserved places in the House of Commons for Maori representatives, and thanks to proportional representation, it now has an equivalent number of Maori representatives in its Parliament to the proportion of Maori in the general population.",Green Party,Saanich—Gulf Islands,Elizabeth May,http://www.parl.gc.ca/Parliamentarians/en/members/elizabeth-may(224170)
4778722,ca.proc.d.2019-05-09.10615698,2019-05-09,dbb0dd7c-287c-4115-9424-4b2c55652877,245002,Mr. Robert-Falcon Ouellette,,Government Orders,Indigenous Languages Act,,"Mr. Speaker, yes, it is quite an incredible thing. For me, though, this bill really provides a sense of hope for many of my constituents and it is going to be building on to the future. This is really about reconciliation for me.
I understand there are seats reserved for Maori. In certain parliaments, such as the Parliament of Taiwan, there are also seats reserved for indigenous peoples. At the same time, I know I was elected simply based on my own merits. It is a large debate in our society whether we should reserve seats within what we call the “Liberal democracies”, whether people should have certain rights, different rights, or how those rights all work together. 
In Canada, we seem to have come to a consensus surrounding the place of indigenous peoples, but also people who have arrived here in the last 400 years, whether they are French or English. We can all work together.",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,http://www.parl.gc.ca/Parliamentarians/en/members/robert-falcon-ouellette(245002)
