basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4779393,ca.proc.d.2019-05-15.10633372,2019-05-15,f60ef5d8-8e71-4953-bc1b-a8ea4749a18e,235608,"Mr. Michel Picard (Montarville, Lib.)",,Statements By Members,William Latter School,,"Mr. Speaker, there are great people in my riding who work to make this country a better place. It is the case of Mrs. Rita Plante, an elementary school teacher from William Latter School.
 With her students, Mrs. Plante created a quilt six feet by six feet, representing realities from all the provinces and territories in Canada. Not only is this masterpiece beautiful, but it has helped her students understand the abundance of diversity that lies within our country, a diversity that is one of our biggest strengths in Canada.
 Mrs. Plante is here today with 56 wonderful students and parents to see her exposed piece of artwork in the Wellington Building and to learn where democracy takes place in the country.
 I invite the House to check out this lovely quilt and I would like to thank Mrs. Plante for dedicating her career to creating the leaders of tomorrow.",Liberal,Montarville,Michel Picard,http://www.parl.gc.ca/Parliamentarians/en/members/michel-picard(235608)
4779394,ca.proc.d.2019-05-15.10633376,2019-05-15,26a7c39b-6a77-446a-8986-1d3086f156fe,218688,"Mrs. Shannon Stubbs (Lakeland, CPC)",,Statements By Members,Government Priorities,,"Mr. Speaker, the Prime Minister promised transparency and accountability. He said, “sunlight is the world's best disinfectant.” However, the Prime Minister shut down two committee investigations into his attempted interference in a criminal prosecution, and he is blocking the release of information in defence of Vice-Admiral Mark Norman. 
The Prime Minister kicked out two ministers for telling Canadians the truth. The Prime Minister tried to hide a $10.5-million payment to a convicted terrorist and then said that veterans are “asking for more than we are able to give”.
The Prime Minister promised a collaborative relationship with provinces and territories, but eight provinces oppose his no-more-pipelines bill, Bill C-69, and five provinces are fighting his carbon tax.
A year ago, the Liberals said spending billions of dollars would get the Trans Mountain expansion built immediately, but not a single inch has been built. He also defended funding anti-energy activists who want to stop it through Canada summer jobs program while giving Canadian tax dollars to China to build pipelines in Asia.
Clearly, this Prime Minister is not as advertised.",Conservative,Lakeland,Shannon Stubbs,http://www.parl.gc.ca/Parliamentarians/en/members/shannon-stubbs(218688)
4779395,ca.proc.d.2019-05-15.10633380,2019-05-15,16650588-6dad-4651-892b-32a2bbca8a4f,242549,"Mr. Peter Fragiskatos (London North Centre, Lib.)",,Statements By Members,Arva Flour Mill,,"Mr. Speaker, I rise to honour the Arva Flour Mill, North America's oldest continuously operating water-powered commercial flour mill. Located steps outside London North Centre, this iconic mill was established in 1819. It is a small business that has been owned and operated for four generations by the Scott family. 
In 2016, this historic mill was faced with a stop work order. Though efforts to make its machinery compliant appeared daunting, I worked with mill owner Mike Matthews to find a possible solution. With the guidance of Andy Spriet, a widely respected local engineer in London, the Minister of Employment, the minister's staff and many others, we found a solution that saw the importance of safety and history merge. 
I would like to thank my colleague from across the aisle, the member for Lambton—Kent—Middlesex, who also worked hard to secure a very positive outcome.
I congratulate everyone at the Arva Flour Mill. Two hundred years has never looked so good.",Liberal,London North Centre,Peter Fragiskatos,http://www.parl.gc.ca/Parliamentarians/en/members/peter-fragiskatos(242549)
4779396,ca.proc.d.2019-05-15.10633383,2019-05-15,bbf2ffbd-6780-4792-8a0a-fae1bd72a6c4,245475,"Mr. Arif Virani (Parkdale—High Park, Lib.)",,Statements By Members,Climate Change,,"Mr. Speaker, last December I packed my bags and headed to COP 24, the UN climate change summit. I was compelled to go after reading the IPCC report, in which scientists issued a clarion call that the time to act on climate change is now.
 What I learned was shocking. I learned about the impact of rising water levels on Pacific island nations and about the impact of habitat destruction on indigenous peoples. What I remember is the UN leadership pleading with the nations of the world to take action. That is why it is puzzling when elected leaders in this country challenge the ability of the federal government to do exactly that. 
Climate change is not just a national problem; it is an international one. National governments have both the ability and the responsibility to act. That is what the Saskatchewan court confirmed when it upheld our price on pollution, calling climate change “one of the greatest existential issues of our time.”
In the fight against climate change, I and our government will not relent. The global stakes are simply too high, and the children of Canada deserve no less. ",Liberal,Parkdale—High Park,Arif Virani,http://www.parl.gc.ca/Parliamentarians/en/members/arif-virani(245475)
4779397,ca.proc.d.2019-05-15.10633387,2019-05-15,22a96405-bed6-45e9-811a-69d055416803,242520,"Hon. Steven Blaney (Bellechasse—Les Etchemins—Lévis, CPC)",,Statements By Members,Government Priorities,,"Mr. Speaker, “Friendly Manitoba” is the slogan on the Manitoba licence plate. Having been there last week, I can tell the House that it is just as advertised. The folks in Winnipeg are friendly indeed. 
The warmth of Franco-Manitobans from St. Boniface is contagious.
After listening to people in Winnipeg, however, there is someone who is not as advertised. He ran on delivering transparency. He failed. He ran on electoral reform. He failed. He ran on making life more affordable, but he is raising taxes. He failed.
Voters will pass judgment on the broken promises of the Liberal leader, who is simply not as advertised. It is time to change to something better, a responsible Conservative government led by a genuine leader who will focus on getting Canadians ahead. ",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney,http://www.parl.gc.ca/Parliamentarians/en/members/steven-blaney(242520)
4779398,ca.proc.d.2019-05-15.10633390,2019-05-15,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Winnipeg North, Lib.)",,Statements By Members,Winnipeg General Strike,,"Mr. Speaker, it was a general strike. On May 15, 1919, the call was made for all workers to put down their tools at 11 a.m. The first to strike were the female telephone workers, who failed to show up for their 7 a.m. shift. 
Today is the 100th anniversary of the 1919 Winnipeg strike. I want to acknowledge the importance of the labour movement in Canada. Unions matter. Unions represent people, people who work hard, support their families and contribute to their communities and our economy. 
Today I thank those pioneers. The labour movement has been essential to promoting fairness and inclusion in our economy. Unions fight for the middle class and have been the driving force behind the exceptional progress made on behalf of women, LGBTQ workers, indigenous workers and workers with disabilities. 
When we were elected, we committed to being a real partner with labour. We stand by that commitment, and we will keep working on behalf of the workers and Canada's middle class. ",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4779399,ca.proc.d.2019-05-15.10633393,2019-05-15,c5b09363-414d-43b2-bc2c-274b997c8989,217143,"Ms. Jenny Kwan (Vancouver East, NDP)",,Statements By Members,Status of Women,,"Mr. Speaker, hidden within a 392-page omnibus budget bill, the Liberal government has attempted to sneak through dangerous changes to Canada's asylum system, all in an attempt to look tough on borders. The Liberals have caved to the pressure and misinformation campaigns fuelled by the Conservatives on asylum seekers, and they are now attempting to score cheap political points ahead of an election, at the expense of humanity. 
The Liberals failed to do a gender-based plus analysis of these changes. The disproportionate impact they would have on women and girls fleeing violence is breathtaking. Representatives from women's organizations in Vancouver East, such as the Atira Women's Resource Society, the BC Society of Transition Houses, the Downtown Eastside Women's Centre, the Migrant Workers' Centre and the Vancouver Rape Relief &amp; Women's Shelter, signed an open letter with 40 other women's organizations from across Canada calling on the Prime Minister to withdraw these harmful changes.
I stand firmly with these true feminists and echo their call to stop the fake feminism and withdraw these changes.",New Democratic Party,Vancouver East,Jenny Kwan,http://www.parl.gc.ca/Parliamentarians/en/members/jenny-kwan(217143)
4779400,ca.proc.d.2019-05-15.10633397,2019-05-15,e277e13e-59ec-425f-a957-eb5e54d8cb62,234316,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",,Statements By Members,Liberal Party of Canada,,"Mr. Speaker, four years ago, the Liberal Party campaigned on an election platform full of promises that have not been kept.
The Liberals promised three small deficits, but instead we ended up with three huge deficits totalling nearly $70 billion. What a failure.
They promised to eliminate the deficit in 2019, but instead they presented a budget with a $19.5 billion deficit. What a failure. 
They promised electoral reform, but after consulting Canadians, they shelved the idea. What a failure.
They promised to work in harmony with the provinces, but over half of the provinces are quarrelling with Ottawa. What a failure.
They promised to put Canada back on the world stage, declaring “Canada is back”. How did that work out? Our relationships with our key partners have deteriorated, to say nothing of the shame Canadians felt after the India trip. What a failure.
Five months from now, on October 21, Canadians and Quebeckers will have a chance to tell the Liberals that they have failed.",Conservative,Louis-Saint-Laurent,Gérard Deltell,http://www.parl.gc.ca/Parliamentarians/en/members/gerard-deltell(234316)
4779401,ca.proc.d.2019-05-15.10633400,2019-05-15,b4442fcd-62cf-456e-a49b-625ea35069b5,219808,"Mr. Lloyd Longfield (Guelph, Lib.)",,Statements By Members,Smart Cities Challenge,,"Mr. Speaker, in 2017 we challenged communities to develop bold ideas to improve the lives of their residents through the Smart Cities Challenge, and boy, they delivered. Over 200 communities submitted ambitious proposals, and yesterday, Bridgewater, Nova Scotia; communities in Nunavut; la Ville de Montréal and my hometown of Guelph and Wellington County all won.
In Guelph and Wellington County, we want to become Canada's first circular food economy so that we can improve access to food and turn waste into a resource, and that is just the beginning.
I wish to congratulate the winning communities. They will be able to make their ideas a reality.
Now the hard work begins to turn these ideas into reality. I know they are up to the challenge. Go Storm go. ",Liberal,Guelph,Lloyd Longfield,http://www.parl.gc.ca/Parliamentarians/en/members/lloyd-longfield(219808)
4779402,ca.proc.d.2019-05-15.10633406,2019-05-15,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Public Safety,,"Mr. Speaker, I trust I can speak for all members of this House when I say that this morning I was shocked and horrified by a recently released recording, broadcast by APTN news, of an RCMP officer questioning a young female indigenous sexual assault victim. Obviously, this line of questioning was appalling and insensitive to the young woman who was coming forward with her story.
I would like to ask the Minister of Public Safety if he could update the House as to what reviews he might be contemplating to ensure that this type of thing does not happen in the future.",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4779403,ca.proc.d.2019-05-15.10633410,2019-05-15,1a1a9dee-c228-40fc-b926-42f8441d84f0,214405,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",,Oral Questions,Public Safety,,"Mr. Speaker, what was revealed in that video was absolutely abhorrent. The apparent attitudes and techniques that were on display in 2012 are profoundly outdated, offensive and wrong. The RCMP and all police forces must work continuously to conduct themselves appropriately. No survivors of sexual assault should ever fear that their cases will not be taken seriously or that they will be revictimized in the process.",Liberal,Regina—Wascana,Ralph Goodale,http://www.parl.gc.ca/Parliamentarians/en/members/ralph-goodale(214405)
4779404,ca.proc.d.2019-05-15.10633412,2019-05-15,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Justice,,"Mr. Speaker, the Prime Minister claims that his government “met all of its obligations with respect to the third party records applications.” What he fails to tell us is the fact that it had to receive a court order to do that.
Mark Norman's lawyer said this about the documents: “None of that came willingly. We have been...day in and day out...try[ing] to get that material. It should have been handed over. It should have been handed over to the RCMP. It should have been handed over to the prosecution. It was not.” 
 Can the Prime Minister explain why not?",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4779405,ca.proc.d.2019-05-15.10633414,2019-05-15,0e1edc18-5616-4f5c-b9bd-535059ec8040,241632,"Hon. Bill Blair (Minister of Border Security and Organized Crime Reduction, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, let me be very clear for the member opposite. The government has met all its obligations with respect to third party records applications. All documents for the priority individuals were identified by the defence in February and were, in fact, provided to the court.
It is important to understand as well that all decisions with respect to that information are made by public servants and not by the government. In this case, all decisions were overseen by the court.",Liberal,Scarborough Southwest,Bill Blair,http://www.parl.gc.ca/Parliamentarians/en/members/bill-blair(241632)
4779406,ca.proc.d.2019-05-15.10633416,2019-05-15,6519cfba-0080-419d-baa9-8ae6e56d032f,232946,"Hon. Andrew Scheer (Leader of the Opposition, CPC)",,Oral Questions,Justice,,"Mr. Speaker, let us talk about all those decisions. Decisions were made to block documents. It took a court order for the evidence that finally exonerated Mark Norman to be produced. Departmental officials were using code words to get around access to information requests.
 Will the government and the Minister of Justice conduct an inquiry to determine why these steps were taken to interfere and obstruct in this case?",Conservative,Regina—Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/Parliamentarians/en/members/andrew-scheer(232946)
4779407,ca.proc.d.2019-05-15.10633418,2019-05-15,0e1edc18-5616-4f5c-b9bd-535059ec8040,241632,"Hon. Bill Blair (Minister of Border Security and Organized Crime Reduction, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, at the risk of repeating myself, the review of these documents to ensure that they were truly responsive to the request of the defence was overseen by public servants and the court.
The Department of Justice's only involvement in this matter was to provide government records to respond to the requests from the defence to help support the case. The Department of Justice processed the 52 requests on behalf of seven departments, and this process determined the documents that were relevant.",Liberal,Scarborough Southwest,Bill Blair,http://www.parl.gc.ca/Parliamentarians/en/members/bill-blair(241632)
4779408,ca.proc.d.2019-05-15.10633422,2019-05-15,9fe7bceb-dae2-4f26-b87b-2de1f38b4b84,234445,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",,Oral Questions,Justice,,"Mr. Speaker, the minister may claim that the case is closed, but the facts speak for themselves.
The Prime Minister has done everything he can to hide the truth. He withheld documents Norman's defence counsel needed to make its case. A court order had to be issued. He also knew full well that code words were being used to conceal Vice-Admiral Norman's identity and get around access to information requests.
Despite the ample evidence provided to him and to Canadians, the Prime Minister is still refusing to apologize to Vice-Admiral Norman and his family. Why?",Conservative,Charlesbourg—Haute-Saint-Charles,Pierre Paul-Hus,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-paul-hus(234445)
4779409,ca.proc.d.2019-05-15.10633425,2019-05-15,0e1edc18-5616-4f5c-b9bd-535059ec8040,241632,"Hon. Bill Blair (Minister of Border Security and Organized Crime Reduction, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, our government has been very willing to and has acknowledged the dedicated service of Vice-Admiral Norman. In fact, it was the defence minister who first expressed regret for the experience of Vice-Admiral Norman.
 Let me be very clear. This was an investigation conducted entirely independently by the RCMP without any government involvement or interference. All decisions with respect to the prosecution were made by the director of public prosecutions, entirely independent of any government influence. In fact, in this case, the director of public prosecutions' authority came from the Ontario provincial—",Liberal,Scarborough Southwest,Bill Blair,http://www.parl.gc.ca/Parliamentarians/en/members/bill-blair(241632)
4779410,ca.proc.d.2019-05-15.10633426,2019-05-15,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Oral Questions,Justice,,The hon. member for Charlesbourg—Haute-Saint-Charles.,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4779411,ca.proc.d.2019-05-15.10633427,2019-05-15,9fe7bceb-dae2-4f26-b87b-2de1f38b4b84,234445,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",,Oral Questions,Justice,,"Mr. Speaker, yesterday, when we asked the Prime Minister to apologize to Vice-Admiral Norman, he refused to do so. It is possible that he does not want to apologize because he does not think he needs to, but it is also possible that he is disappointed because his plan to destroy Vice-Admiral Norman did not work out.
One way or another, the Prime Minister will have to be accountable. Why not show goodwill and apologize to Vice-Admiral Norman immediately?",Conservative,Charlesbourg—Haute-Saint-Charles,Pierre Paul-Hus,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-paul-hus(234445)
4779412,ca.proc.d.2019-05-15.10633429,2019-05-15,0e1edc18-5616-4f5c-b9bd-535059ec8040,241632,"Hon. Bill Blair (Minister of Border Security and Organized Crime Reduction, Lib.)",,Oral Questions,Justice,,"Mr. Speaker, the obligation of the government is to support the independent work of the RCMP and not to engage in any interference in its independent investigations. That took place in this case. The RCMP's investigations were entirely independent of government. The decisions of the Public Prosecution Service were equally independent of any influence of government.
Our responsibility is to ensure that the integrity of the judicial process is maintained. In this case, it absolutely was.",Liberal,Scarborough Southwest,Bill Blair,http://www.parl.gc.ca/Parliamentarians/en/members/bill-blair(241632)
4779413,ca.proc.d.2019-05-15.10633431,2019-05-15,00000000-0000-0000-0000-000000000000,246097,"Mr. Jagmeet Singh (Burnaby South, NDP)",,Oral Questions,The Environment,,"Mr. Speaker, the Liberal government gave Loblaws $12 million, claiming that the money would help combat climate change. The Liberals then exempted new oil sands development projects from the environmental assessment process. This week, they moved a motion on the climate emergency, but it does not contain any measures.
When will the government understand that empty rhetoric is not enough to address the greatest crisis we have ever faced?",New Democratic Party,Burnaby South,Jagmeet Singh,http://www.parl.gc.ca/Parliamentarians/en/members/jagmeet-singh(246097)
4779414,ca.proc.d.2019-05-15.10633434,2019-05-15,cee27afa-cdf8-4e99-ab22-22290f86aa3a,214082,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",,Oral Questions,The Environment,,"Mr. Speaker, it is clear that there is a climate emergency, and it is evident across Canada. People, families and homes in the national capital region have been affected by floods. We have a plan.
I would like to know what the NDP's plan is, since it is not very clear.
We have a plan for the economy and the environment. The NDP is flip-flopping. It supported LNG Canada, but now it does not. There are 10,000 jobs on the line.
We have a plan to combat climate change and create jobs. We have created one million jobs, and we are very proud of—",Liberal,Ottawa Centre,Catherine McKenna,http://www.parl.gc.ca/Parliamentarians/en/members/catherine-mckenna(214082)
4779415,ca.proc.d.2019-05-15.10633435,2019-05-15,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Oral Questions,The Environment,,The hon. member for Burnaby South.,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4779416,ca.proc.d.2019-05-15.10633436,2019-05-15,00000000-0000-0000-0000-000000000000,246097,"Mr. Jagmeet Singh (Burnaby South, NDP)",,Oral Questions,The Environment,,"Mr. Speaker, the fact is that the Liberals gave $12 million to Loblaws for fridges and then gave their billionaire buddies a go to deny workers a living wage. Liberals talk about climate emergency but exempt oil sands projects from environmental reviews. Young workers face not only an increasingly perilous planet but also a future of increasingly precarious work.
Why can the Liberal government not understand that its approach is failing? Why will Liberals not join the New Democrats and fight climate change in a way that leaves no worker and no community behind?",New Democratic Party,Burnaby South,Jagmeet Singh,http://www.parl.gc.ca/Parliamentarians/en/members/jagmeet-singh(246097)
4779417,ca.proc.d.2019-05-15.10633438,2019-05-15,cee27afa-cdf8-4e99-ab22-22290f86aa3a,214082,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",,Oral Questions,The Environment,,"Mr. Speaker, it seems that the leader has a plan to leave 10,000 workers behind, because he has flip-flopped on a project that was approved by an NDP government in B.C. that is all in on climate change.
We all need to come together on climate change. That is why we brought in a motion for a climate emergency. I certainly hope everyone in the House will support it and that they will support serious climate action, support creating good jobs and support making life more affordable, because that is exactly what we are doing.",Liberal,Ottawa Centre,Catherine McKenna,http://www.parl.gc.ca/Parliamentarians/en/members/catherine-mckenna(214082)
4779418,ca.proc.d.2019-05-15.10633440,2019-05-15,00000000-0000-0000-0000-000000000000,246097,"Mr. Jagmeet Singh (Burnaby South, NDP)",,Oral Questions,Public Services and Procurement,,"Mr. Speaker, a horrible response on YouTube.
After Conservatives bought the Phoenix pay system from IBM, they signed a contract for help that was valued at just under $6 million. Eight years later, it has ballooned to almost $400 million. The contract has been changed 46 times. Only Liberals and Conservatives working together could mess it up so badly. This is great news for IBM, but bad news for taxpayers.
Instead of giving millions to private companies, why not use public workers under fair contracts to finally fix this mess?",New Democratic Party,Burnaby South,Jagmeet Singh,http://www.parl.gc.ca/Parliamentarians/en/members/jagmeet-singh(246097)
