basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4781341,ca.proc.d.2019-05-30.10662546,2019-05-30,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Government Orders,Criminal Records Act,Speaker’s Ruling,"There are three motions in amendment standing on the Notice Paper for the report stage of Bill C-93. Motions Nos. 1 to 3 will be grouped for debate and voted upon according to the voting pattern available at the table. 
I will now put Motions Nos. 1 to 3 to the House.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4781342,ca.proc.d.2019-05-30.10662560,2019-05-30,b0010e40-d2c6-4a8e-a518-447721affc15,241631,Hon. Filomena Tassi,,Government Orders,Criminal Records Act,Motions in Amendment," moved: 
 That Bill C-93, in Clause 4, be amended by replacing line 26 on page 3 with the following: 
 (4.11) For the purpose of an application referred to in subsection (3.1), the Board may not require a person who makes the application to provide a certified copy of information contained in court records in support of the application unless the certified verification of the applicant’s criminal records and information contained in the police records or Canadian Armed Forces records provided in support of the application are not sufficient to demonstrate that the person has been convicted only of an offence referred to in Schedule 3 and that the only sentence imposed for that offence was payment of a fine or victim surcharge or both. 
 (4.12) For the purpose of subsection (3.11), a person re- 
 That Bill C-93, in Clause 5, be amended by replacing lines 14 to 30 on page 4 with the following: 
 (1.2) A record suspension ordered under subsection 
",Liberal,Hamilton West—Ancaster—Dundas,Filomena Tassi,http://www.parl.gc.ca/Parliamentarians/en/members/filomena-tassi(241631)
4781343,ca.proc.d.2019-05-30.10662582,2019-05-30,9fe7bceb-dae2-4f26-b87b-2de1f38b4b84,218605,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",,Government Orders,Criminal Records Act,Motions in Amendment," moved:
 That Bill C-93 be amended by deleting Clause 6. 
",Conservative,Charlesbourg—Haute-Saint-Charles,Pierre Paul-Hus,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-paul-hus(218605)
4781344,ca.proc.d.2019-05-30.10662072,2019-05-30,04ef6f9c-3039-4fb0-a1ad-82a6ba2f03bf,242090,"Mr. Peter Schiefke (Parliamentary Secretary to the Prime Minister (Youth) and to the Minister of Border Security and Organized Crime Reduction, Lib.)",,Government Orders,Criminal Records Act,Motions in Amendment,"Mr. Speaker, during the last election, we promised to legalize and regulate cannabis. In October, we kept that promise.
The goal was to be more effective in keeping cannabis away from our kids and reduce the illegal profits of organized crime. As L'actualité journalist Alec Castonguay recently noted, “Organized crime no longer has a complete monopoly over the cannabis market. It is losing its footing.” That is great news.
That is not all. Bill C-93, which was strengthened by a few amendments made in committee, will enable Canadians with a criminal record for simple cannabis possession to have their record quickly suspended so they can move on with their lives.
Bill C-93 would allow Canadians with criminal records for simple possession of cannabis to get pardons from the Parole Board with no application fee and no wait time.
Getting a pardon means that if a prospective employer or a landlord runs a criminal record check, it will come up empty. That makes it much easier for people to find a job or a place to live. It also makes it easier to get an education, to travel or just volunteer with a kids' hockey team.
Members of certain communities, particularly people of African descent and indigenous Canadians, have been disproportionately affected by the counter-productive criminalization of cannabis that we finally ended last fall. That is why we have taken the unprecedented steps of waiving the fee and the waiting period.
Without this bill, applicants would have to pay a $631 fee and wait five to 10 years to have their criminal records suspended. Bill C-93 will completely eliminate those obstacles.
Bill C-93 also eliminates the usual subjective criteria applied by the Parole Board of Canada. Usually, the Parole Board member who examines an application for pardon must take into consideration the good conduct of the applicant and determine whether a pardon would bring that individual a measurable benefit. However, no discretionary factors will be taken into account in applications submitted under Bill C-93.
Everything I have mentioned thus far, from the elimination of the $631 fee to the elimination of the waiting period of up to 10 years and the elimination of subjective criteria, was in the original version of this bill. The public safety committee has studied the legislation and sent it back to us with several additional provisions that make it even stronger.
Thanks to an amendment from the member for Brampton North, a cannabis possession conviction will not count against an individual if that individual is applying for a pardon for other prior offences.
An amendment from the member for Saanich—Gulf Islands ensures that cannabis possession convictions pardoned under Bill C-93 cannot be reinstated simply on the basis of the person no longer being “of good conduct”.
Incidentally, it is important to mention that when it comes to the permanence of pardons, it is worth remembering that half a million pardons have been issued in Canada since 1970, and 95% of them are still in effect. 
Records are reinstated only in exceptional circumstances, such as the commission of a new offence, and the amendment from the member for Saanich—Gulf Islands will make sure that for people pardoned under this legislation, that will no longer apply.
The bill also now includes an important amendment from the member for Toronto—Danforth, allowing people to apply for expedited pardons for cannabis possession even if they have outstanding fines associated with their conviction.
Why is that important? One of the main reasons people apply for pardons is to be able to get a job and earn a paycheque. That can be a catch-22 for people who need a pardon to earn money but need money to get a pardon. We were already waiving the $631 fee and now, even if people still owe a fine or a surcharge, they can get their pardon anyway.
That brings me to the report stage amendments the government is presenting today.
The first relates to the amendment made in committee, which I just mentioned. As things stand, the applicant has to provide the board with police and court documents demonstrating the nature of the conviction. Under Bill C-93, the applicant must demonstrate that the substance in question was indeed cannabis and that there is no outstanding sentence associated with the offence. 
Information about sentences can usually be found in court documents. Given that unpaid fines will no longer matter, we propose amending the bill such that court records are no longer required from applicants whose only sentence was a fine. That would address the committee's recommendation that the government find more ways to make pardons for simple possession of cannabis even more accessible. We continue to work with the Parole Board of Canada to ensure that as many people as possible benefit from this new system. 
There was another amendment that was made at committee, and I thank the member for Medicine Hat—Cardston—Warner for proposing it. It won the unanimous support of the committee, and I understand why. 
It is possible in certain cases that relevant police and court records simply will not be available, especially if a lot of time has passed. In those cases, the member's proposal was to let applicants submit sworn statements saying that their only conviction was for simple possession of cannabis. The Parole Board would then make inquiries and could issue a pardon if it were ultimately convinced. The principle of this amendment is in line with other measures in Bill C-93 that aim to make pardons for cannabis possession as accessible as possible.
 The problem is that, unfortunately, it is not likely to work in practice. If someone has a criminal record that says “possession of a controlled substance” but there are no police or court records available to prove that it was cannabis, that person would submit a sworn statement. The Parole Board would then make inquiries, and the only inquiry it could really make would be to go back to the police and the court and ask them to double-check. When the response comes back saying, “We told you the first time, we don't have those records”, there would be no way for the board to be sure what the substance was. The person could still get a pardon, but he or she would have to follow the usual process.
Unfortunately, therefore, the use of sworn statements in this context would result in more work for Parole Board staff, as well as for local police and court officials, but not more accessible pardons for Canadians, which is the goal of this piece of legislation. That is why we are proposing to remove it from the bill.
This bill is a major step forward that will change the lives of Canadians who have been stigmatized by convictions for simple possession of cannabis. Four years ago, when some people wanted to maintain the prohibition on cannabis or just wanted to decriminalize it, which would have meant fining marginalized people, we proposed legalizing it, period.
 We made legalization happen. I encourage all my colleagues to support Bill C-93 so that people weighed down by a criminal record for simple possession of cannabis can rid themselves of that burden quickly. ",Liberal,Vaudreuil—Soulanges,Peter Schiefke,http://www.parl.gc.ca/Parliamentarians/en/members/peter-schiefke(242090)
4781345,ca.proc.d.2019-05-30.10662222,2019-05-30,9fe7bceb-dae2-4f26-b87b-2de1f38b4b84,218605,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",,Government Orders,Criminal Records Act,Motions in Amendment,"Madam Speaker, my colleague mentioned the article by Alec Castonguay that appeared in L'actualité. In his article, the author wrote that legalizing marijuana has ultimately helped take drugs, or drug sales, out of the hands of criminals. I believe Mr. Castonguay, who is an excellent journalist.
However, I wonder whether the member, who is in government, has any additional information from the RCMP indicating the opposite, in other words, that organized crime has only become more organized and is doing even more business.",Conservative,Charlesbourg—Haute-Saint-Charles,Pierre Paul-Hus,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-paul-hus(218605)
4781346,ca.proc.d.2019-05-30.10662244,2019-05-30,04ef6f9c-3039-4fb0-a1ad-82a6ba2f03bf,242090,Mr. Peter Schiefke,,Government Orders,Criminal Records Act,Motions in Amendment,"Madam Speaker, I thank my hon. colleague for his question.
To be very clear, our government's goal is to keep cannabis out of the hands of young people, and out of the pockets of criminals and organized crime. This has worked in other jurisdictions in the U.S. and elsewhere. That is exactly what we are doing here in Canada. I am confident that, in the months and years ahead, we will see the same positive results that have been recorded elsewhere. It is based on science, on the best research and on the experiences of other jurisdictions. I am confident that this is the best approach to take for our youth and for Canadians from coast to coast to coast.",Liberal,Vaudreuil—Soulanges,Peter Schiefke,http://www.parl.gc.ca/Parliamentarians/en/members/peter-schiefke(242090)
4781347,ca.proc.d.2019-05-30.10662264,2019-05-30,9ad0ff66-1598-45e6-b146-6dd0eefb9cd0,234879,"Mr. Alexander Nuttall (Barrie—Springwater—Oro-Medonte, CPC)",,Government Orders,Criminal Records Act,Motions in Amendment,"Madam Speaker, this is an important piece of legislation. I have met with various communities over the years with regard to not just the records themselves, but the inequity in terms of the prosecution related to cannabis offences. Over the years, we know there has been inequity in terms of when it has been applied and when it has not. God knows that if it had been applied 100% of the time, I would be one of the people asking for an expungement at this point.
As I look forward, one of the questions I have heard from numerous people in Barrie—Springwater—Oro-Medonte is whether the pardon would help when they try to cross into the United States. I was wondering if the member knows whether there has been any communication with the U.S. on this and whether a pardon would actually open the border to those who have been penalized for a cannabis offence, in some cases 25 years ago.",Conservative,Barrie—Springwater—Oro-Medonte,Alex Nuttall,http://www.parl.gc.ca/Parliamentarians/en/members/alex-nuttall(234879)
4781348,ca.proc.d.2019-05-30.10662307,2019-05-30,04ef6f9c-3039-4fb0-a1ad-82a6ba2f03bf,242090,Mr. Peter Schiefke,,Government Orders,Criminal Records Act,Motions in Amendment,"Madam Speaker, I would like to thank my hon. colleague for his question and his honesty in the House. I appreciate that very much. Over the last four years, he has been a steadfast supporter of initiatives aimed at bettering the lives of youth all across the country, so I want to thank him for that.
One of the things I am really happy he brought up is that one main focus of the legislation is the fact that certain communities, particularly indigenous youth and racialized youth, have been overwhelmingly negatively affected by the previous regime that was in place. That is why it is necessary for us to put in place these changes, and also to choose the method of record suspension versus expungement. The reality is that, with record suspension, we would be allowing people to travel to the United States and other countries and have access to documentation that would allow them to show that the records were suspended, vis-à-vis an expungement, where after six months the records are completely destroyed.
I can reassure the member that we have been in contact with our American counterparts, and this would actually help travellers who have a record suspension on file.",Liberal,Vaudreuil—Soulanges,Peter Schiefke,http://www.parl.gc.ca/Parliamentarians/en/members/peter-schiefke(242090)
4781349,ca.proc.d.2019-05-30.10662318,2019-05-30,78336f0e-962c-47d2-a5b8-b59a26592789,217320,"Mr. Matthew Dubé (Beloeil—Chambly, NDP)",,Government Orders,Criminal Records Act,Motions in Amendment,"Madam Speaker, I have been a member of Parliament for eight years and I have never been angrier studying a bill. Let me explain why.
The Liberal government did the bare minimum because Parole Board of Canada officials balked at the idea of doing more work, claiming their files were unreliable and not up-to-date, and the Board had yet to adopt 21st century technology. That is a sorry way to support marginalized people.
I have a question for my colleague and I thank him for his speech. He acknowledges that people were disproportionately targeted by laws that existed before cannabis was legalized.
In Bill C-66, the Liberals expunged the criminal records LGBTQ people received in the past in our country. Why not do the same here? Why create an arbitrary standard instead of doing right by everyone who was discriminated against?",New Democratic Party,Beloeil—Chambly,Matthew Dubé,http://www.parl.gc.ca/Parliamentarians/en/members/matthew-dube(217320)
4781350,ca.proc.d.2019-05-30.10662328,2019-05-30,04ef6f9c-3039-4fb0-a1ad-82a6ba2f03bf,242090,Mr. Peter Schiefke,,Government Orders,Criminal Records Act,Motions in Amendment,"Madam Speaker, I thank my hon. colleague for his question. Unfortunately, the question is a bit disingenuous.
Our government has done more than what the NDP was proposing. We are the ones who wanted to legalize cannabis. The NDP wanted to keep fining young people, especially young indigenous people and young visible minorities, perpetuating the repercussions on their lives. We are the ones who made the best decision for young Canadians and I am proud of that.",Liberal,Vaudreuil—Soulanges,Peter Schiefke,http://www.parl.gc.ca/Parliamentarians/en/members/peter-schiefke(242090)
4781351,ca.proc.d.2019-05-30.10662342,2019-05-30,9fe7bceb-dae2-4f26-b87b-2de1f38b4b84,218605,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",,Government Orders,Criminal Records Act,Motions in Amendment," Madam Speaker, this morning, I will be speaking about Bill C-93, an act to provide no-cost, expedited record suspensions for simple possession of cannabis. 
We are just a few weeks away from the end of the parliamentary session, the last one before the next election campaign.
We will all recall that, in 2015, the Prime Minister promised to be transparent. He promised an open government. He promised to save Canada from the bad Stephen Harper. He made many, many promises.",Conservative,Charlesbourg—Haute-Saint-Charles,Pierre Paul-Hus,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-paul-hus(218605)
4781352,ca.proc.d.2019-05-30.10662351,2019-05-30,cedf1659-ebb1-4f26-b723-5c7c5353988b,214948,The Assistant Deputy Speaker (Mrs. Carol Hughes),,Government Orders,Criminal Records Act,Motions in Amendment,"Order. There is a debate going on. The hon. parliamentary secretary and the member for Beloeil—Chambly had a chance to ask questions and get answers, even though they were not the answers they wanted to hear. I would ask them to respect the person who has the floor and is giving their speech at this time.
The hon. member for Charlesbourg—Haute-Saint-Charles.",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes,http://www.parl.gc.ca/Parliamentarians/en/members/carol-hughes(214948)
