basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4781668,ca.proc.d.2019-05-31.10667490,2019-05-31,ad4032f2-6bb1-497b-b146-f321cfb71ba9,216481,Hon. Pierre Poilievre,,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, it is because the difference made them worse off. Here are the facts. The average family is paying $800 more in tax; that is middle-class folks. It is true; I will be fair. The wealthiest Canadians are paying less than ever. The wealthiest 1% paid $4.6 billion less in income tax in the year after the government took office.
Members across the way yelled out “fake news”. I find it interesting that they would accuse the Canada Revenue Agency of fake news, because it is CRA that reported a $4.6-billion decline in the tax receipts from the wealthiest 1% in the first year after the government took office. They can deny their own governmental statistics if they want, but the rest of us will trust the data as it reads.
The reality is that the rich and well-connected are benefiting from handouts by government, but working-class Canadians have had flatline wages, our economy has ground to a halt and our deficit is out of control. Canadians want a change, and they will get one.",Conservative,Carleton,Pierre Poilievre,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-poilievre(216481)
4781669,ca.proc.d.2019-05-31.10667494,2019-05-31,4c0122f7-7958-4cbd-b99e-9d70a4dca1e8,248383,"Mr. Pierre-Luc Dusseault (Sherbrooke, NDP)",,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, my colleague did not limit his remarks to the report stage and proposed amendments, so neither will I.
The Conservative leader was recently asked multiple times what he was planning to cut to balance the budget. The Conservatives brought in austerity programs, determined to balance the budget at any price, no matter how much it cost taxpayers.
While the Conservative leader has now backed away from his promise to balance the budget, my colleague, the member for Carleton, keeps asking the government when the budget will be balanced. I should have checked exactly how many times he has asked the question, but I imagine it must be hundreds. 
Now I have a question for my colleague. When will his leader balance the budget, if he has the good fortune and privilege of becoming prime minister? Is it the same answer, or are they going to revert to Conservative austerity, as they often promise and as we saw under Stephen Harper?",New Democratic Party,Sherbrooke,Pierre-Luc Dusseault,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-luc-dusseault(248383)
4781670,ca.proc.d.2019-05-31.10667497,2019-05-31,ad4032f2-6bb1-497b-b146-f321cfb71ba9,216481,Hon. Pierre Poilievre,,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, it will happen in about half a decade. We will have our platform out well before the election, with a precise timeline to phase out the deficit. That is an easy question.
How are we going to do it? We are going to cancel future spending increases that the Liberal government has promised that are unsustainable and have no source of funds. 
The member across the way does not offer an alternative to that. What he offers is massive short-term deficits, which will, in the long run, subtract from what the government is able to do for its citizens through services and programs. The member's approach to economics has been tried. It has been tried in Venezuela, Greece and to lesser degrees in countries like France, and the result is massive unemployment, massive debt, declining wages, shortages for the basic necessities of life, and massive increases in poverty. The member might claim, as Churchill put it, that the “inherent vice of capitalism is the unequal sharing of blessings [but] the inherent virtue of Socialism is the equal sharing of miseries.”",Conservative,Carleton,Pierre Poilievre,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-poilievre(216481)
4781671,ca.proc.d.2019-05-31.10667499,2019-05-31,4c0122f7-7958-4cbd-b99e-9d70a4dca1e8,248383,Mr. Pierre-Luc Dusseault,,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, I am a little surprised that he did not mention the track records of the successive provincial NDP governments running the provinces with the best financial performance in the country. The Department of Finance releases these data—",New Democratic Party,Sherbrooke,Pierre-Luc Dusseault,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-luc-dusseault(248383)
4781672,ca.proc.d.2019-05-31.p5956314,2019-05-31,,,,intervention,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment," Oh, oh!",,,Some hon. members,
4781673,ca.proc.d.2019-05-31.10667503,2019-05-31,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Order. Resuming debate.
The hon. member for Sherbrooke.",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4781674,ca.proc.d.2019-05-31.10667504,2019-05-31,4c0122f7-7958-4cbd-b99e-9d70a4dca1e8,248383,"Mr. Pierre-Luc Dusseault (Sherbrooke, NDP)",,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, apparently some of my colleagues are not well-acquainted with the Standing Orders of the House of Commons and keep breaking the rules. Nevertheless, I will repeat what I was saying.
The Department of Finance releases provincial fiscal performance data. It is important to note that New Democratic provincial governments have the best fiscal performance in Canada, so I do not think my Conservative colleague is in any position to be giving me lessons on that subject, nor are my Liberal colleagues, to be sure.
Let's return to the the matter before us, the report stage study of Bill C-97. We began by reading the many motions in amendment at report stage. Members may have noticed that I presented a few, so I would like to take this opportunity to talk about those amendments.
Today we have no choice but to oppose Bill C-97 and call for the deletion of some totally unacceptable parts that have no business being in there and were harshly criticized by witnesses at the Standing Committee on Finance, which held numerous meetings about this and spent many hours on it. The fact is, some of the bill's clauses are no good and must be taken out.
Three sections the NDP wants to remove have to do with privatizing the Canadian Air Transport Security Authority, whose agents are doing an excellent job of keeping passengers safe in airports and on planes across the country. The government wants to privatize this agency, a Crown corporation, in the hope of improving the services, but, given what we heard in committee, this is not the right course of action. It would be better to fund the agency and give it all the tools it needs. All revenues from airline tickets should return to the agency in full so that it can do its work properly and address the very real concerns of Canada's airports and airlines, which are at times frustrated by the agency's work—and rightly so.
That is why we need to move forward with these changes but, above all, provide this agency with resources. Privatization is never the solution, as the witnesses said. We therefore need to remove this part of the bill today to prevent this privatization. There is no doubt that this is the beginning of a federal effort to privatize air transportation and airports.
Since it took office, the government has been saying that it does not intend to privatize airports. In the beginning, the Liberals said that they were looking into the issue and were open to ideas, but they seemed to have ruled out the possibility of privatization. However, we now have proof that the government is moving forward on privatization, starting with the Canadian Air Transport Security Authority.
Another amendment that we are proposing concerns the Hazardous Products Act. The Canadian Labour Congress has sounded the alarm in this regard, because these changes will relax the rules regarding the information available to workers about the hazardous products that they have to use every day as part of their jobs. The government kowtowed to the hazardous chemicals industry and decided to relax these rules, thereby endangering the safety of workers.
The Canadian Labour Congress was very clear in that regard, saying that the government should not move forward on this and that those rules should actually be strengthened to ensure workers across the country have access to the ingredient labels of the products they come in contact with. That would allow them to respond in the short term, in case of an accident, and in the long term, since these products could have health implications that may not be detected for years.
That is why it is important to have strict regulations to keep the list of ingredients of these products for as long as possible, so that we can properly respond to any potential health problems that may affect workers.
There is nothing surprising about the other change that we are proposing, which my colleague from Vancouver East mentioned many times. It has to do with the government's callous changes to refugee protection in Canada.
The government is pleased to have the support of one Faith Goldy. In fact, she supported the Liberals' bill that would make these changes. The Liberals criticized the Conservative leader because he was seen with her, but they are only to happy to get her approval. She applauded the government for its changes to the Immigration and Refugee Protection Act because it closes the door on refugees. With this bill, the government is creating two classes of refugees: those who entered through regular channels and those who entered irregularly. It is creating two parallel systems, which it says will do exactly the same thing. That raises questions.
The government tried to calm the waters in committee. It made amendments to this part of the bill to appease witnesses, who unanimously stated that it was a bad idea and that the government should simply withdraw this part of the bill. However, that is not enough, and only shows the amateurism of the Liberals on this issue. The government is catering to the extreme right in Canada with this measure but, in reality, what it will do is put in place a costly and useless process for doing what is already being done at the Immigration and Refugee Board.
The department was even forced to admit that there would now be a process, known as a pre-removal risk assessment, for people who entered irregularly. The government is creating this type of hearing for refugees even though the Immigration and Refugee Board of Canada already exists. The government and the department were forced to admit that there would indeed be two nearly identical processes for two types of refugees.
The government is therefore creating two classes of refugees: those who are entitled to the full process, with all the rights associated with it, such as the right to natural justice, and those who are subject to an inferior process and who will have fewer rights. This will be an expedited process that will will not always grant a hearing to asylum seekers, who have the right to be heard by an impartial person. The pre-removal risk assessment is very much a part of the immigration department and cannot be compared to the work of the Immigration and Refugee Board of Canada, which is a quasi-judicial entity respected around the world.
The government is deciding to turn a blind eye. Instead of giving the board the resources it needs to do its job, the government is creating a parallel process. It was completely indifferent to what numerous experts said in committee. There were lawyers and representatives from international refugee protection organizations, among others. There was even a refugee, who crossed the border irregularly and lost the use of his hands in the extreme cold in Manitoba. He said that under the new rules in this bill, he would have been sent back to Ghana, where his life was in danger. This is the Liberal approach, which puts refugees in danger and sends them back to their countries of origin, as one witness pointed out. The government really missed the mark in many respects with Bill C-97.
This concludes my remarks on the report stage study of the bill, the committee's work, the testimony that was heard and the reasons I must oppose the bill today. At the very least, the most problematic parts of the bill should be taken out. We hope the government will see reason, because this is its last chance to remove the contentious provisions from this bill. I hope I have the support of all my colleagues to at least fix this awful bill.",New Democratic Party,Sherbrooke,Pierre-Luc Dusseault,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-luc-dusseault(248383)
4781675,ca.proc.d.2019-05-31.10667576,2019-05-31,b4442fcd-62cf-456e-a49b-625ea35069b5,219808,"Mr. Lloyd Longfield (Guelph, Lib.)",,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, I want to focus on our growth of foreign direct investment into Canada, which The Globe and Mail reported last week has increased by an impressive 60%, from $32.2 billion to $51.3 billion. This happened while capital flows into developed economies elsewhere dropped by 40%, and it is 11% ahead of our 10-year average, due to a marginal effective tax rate of 13.8%, almost five full points below that of the U.S.A. and the lowest in the Group of Seven. We get to this point by trading with other nations, something the NDP has been clearly against. 
Could the member comment on how important it is to develop trade to increase the revenue into our country, so that we can pay for social programs such as the ones he outlined in his speech today? ",Liberal,Guelph,Lloyd Longfield,http://www.parl.gc.ca/Parliamentarians/en/members/lloyd-longfield(219808)
4781676,ca.proc.d.2019-05-31.10667579,2019-05-31,4c0122f7-7958-4cbd-b99e-9d70a4dca1e8,248383,Mr. Pierre-Luc Dusseault,,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, I have no idea where my colleague got his information. He claims that the NDP is against free trade deals, but we actually supported certain free trade agreements, even during the last Parliament. I invite him to look into it.
The NDP supports free trade agreements that benefit Canadian workers, the Canadian economy and major Canadian industries. Signing deals that jeopardize entire sectors, like the dairy sector and all the supply-managed sectors, is a bad idea.
If my colleague cannot understand that, I do not know how he sees these issues. Supply-managed farmers in Sherbrooke and the Eastern Townships are livid, because this is the third time that the government has sacrificed their sector and family farms to cater to the needs of Donald Trump and the Prime Minister, who is anxious to sign a deal with the U.S. and Mexico at all costs.
The only thing the government is doing is bowing down before the Americans, agreeing to all their demands and sacrificing major economic sectors like agriculture. Canadian farmers are furious with this government, and they will make that clear in October.",New Democratic Party,Sherbrooke,Pierre-Luc Dusseault,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-luc-dusseault(248383)
4781677,ca.proc.d.2019-05-31.10667583,2019-05-31,60df4944-d66b-4133-a348-2bcde37c8752,246261,"Hon. Maryam Monsef (Minister of International Development and Minister for Women and Gender Equality, Lib.)",,Government Orders,"Budget Implementation Act, 2019, No. 1",Motions in amendment,"Mr. Speaker, in my community over the last three and a half years, 1,432 families have been able to find a safe and affordable place to live as a direct result of our government's investments. The unemployment rate has been cut by nearly 50% in my riding of Peterborough—Kawartha. Thousands of families with children are better off because of the Canada child benefit.
Our government has been investing in Canadians because we know our plan works. The NDP in the previous election maintained the Conservative line to balance the budget at all costs. That plan would not have worked.
Could my hon. colleague tell me if this year the NDP is going to change its position and invest back in Canadians?",Liberal,Peterborough—Kawartha,Maryam Monsef,http://www.parl.gc.ca/Parliamentarians/en/members/maryam-monsef(246261)
